event,start_frame,end_frame
Enter,42,129
Walk,138,154
Leave,150,201
Enter,220,234
Walk,228,245
Sit_down,290,310
Take_something_off_table,392,412
Put_something_on_table,470,491
Make_tea.Insert_tea_bag,545,800
Take_something_off_table,862,883
Drink.From_cup,1040,1100
Put_something_on_table,1248,1279
Take_something_off_table,1911,1935
Drink.From_cup,2038,2114
Drink.From_cup,2465,2556
Put_something_on_table,2556,2592
Take_something_off_table,3839,3858
Drink.From_cup,3972,4046
Drink.From_cup,4239,4301
Drink.From_cup,4606,4684
Put_something_on_table,4825,4863
Take_something_off_table,6263,6298
Drink.From_cup,6401,6481
Drink.From_cup,6766,6833
Put_something_on_table,6833,6867
Take_something_off_table,8746,8773
Drink.From_cup,8819,8888
Drink.From_cup,9188,9249
Put_something_on_table,9316,9361
Take_something_off_table,11950,11972
Take_something_off_table,13133,13150
Drink.From_cup,13219,13287
Drink.From_cup,13512,13585
Drink.From_cup,13914,13991
Drink.From_cup,14460,14541
Drink.From_cup,14949,15039
Drink.From_cup,15500,15576
Drink.From_cup,16148,16221
Drink.From_cup,16795,16867
Drink.From_cup,17717,17797
Put_something_on_table,18140,18172
Get_up,18236,18253
Walk,18252,18281
Walk,18337,18373
Sit_down,18409,18449
Read,18535,28185
Take_something_off_table,24211,24241
Drink.From_cup,24253,24297
Put_something_on_table,24298,24327
Take_something_off_table,27953,27976
Drink.From_cup,27969,28043
Put_something_on_table,28043,28076
