event,start_frame,end_frame
Make_coffee,97,995
Dump_in_trash,358,615
Walk,630,665
Put_something_on_table,654,669
Take_something_off_table,983,1000
Walk,1007,1032
Walk,1165,1195
Take_something_off_table,1190,1208
Put_something_on_table,1219,1231
Put_something_on_table,1236,1251
Use_cupboard,1267,1603
Use_Drawer,1304,1342
Put_something_on_table,1342,1351
Use_Drawer,1354,1400
Put_something_on_table,1401,1431
Use_Drawer,1534,1568
Take_something_off_table,1637,1663
Walk,1664,1686
Walk,2069,2109
Walk,2340,2376
Walk,2407,2428
Walk,2448,2465
Walk,2630,2670
Walk,3057,3078
Walk,3376,3405
Walk,4264,4285
Walk,4316,4397
Sit_down,4405,4438
Get_up,4921,4946
Walk,4985,5050
Walk,5657,5668
Make_coffee,5675,7382
Walk,5691,5727
Walk,5898,5932
Put_something_on_table,5929,5944
Take_something_off_table,5981,5993
Make_coffee.Pour_water,5998,6170
Walk,6168,6220
Use_cupboard,6272,7358
Use_Drawer,6300,7294
Put_something_on_table,6372,6383
Take_something_off_table,6433,6445
Make_coffee.Pour_grains,6906,7052
Walk,7387,7412
Walk,7536,7579
Walk,7707,7724
Dump_in_trash,7862,7876
Walk,7863,7891
Walk,8052,8085
Put_something_on_table,8121,8133
Walk,8134,8179
Dump_in_trash,8171,8232
Walk,8234,8272
Use_cupboard,8275,8532
Use_Drawer,8307,8492
Take_something_off_table,9120,9142
Walk,9142,9173
Put_something_on_table,9200,9225
Take_something_off_table,9252,9264
Walk,9790,9815
Walk,9835,9867
Walk,9873,9891
Walk,10203,10246
Walk,10832,10857
Walk,11633,11666
Walk,11678,11711
Pour.From_kettle,11712,11804
Walk,11828,11848
Walk,11872,11910
Walk,11940,11955
Walk,11984,12030
Walk,12729,12760
Walk,12791,12833
Dump_in_trash,12828,12856
Walk,12877,12908
Walk,12938,12975
Stir_coffee/tea,12979,13169
Eat_snack,13188,13207
Drink.From_cup,13263,13343
Walk,13344,13415
Sit_down,13421,13457
