event,start_frame,end_frame
Clean_dishes,8,82
Clean_dishes.Clean_with_water,8,82
Walk,64,94
Walk,305,380
Take_something_off_table,323,340
Dump_in_trash,367,609
Walk,610,658
Put_something_on_table,652,663
Clean_dishes.Clean_with_water,685,857
Clean_dishes,685,857
Walk,859,900
Take_something_off_table,975,992
Walk,981,1045
Walk,1129,1173
Take_something_off_table,1180,1193
Put_something_on_table,1210,1221
Put_something_on_table,1226,1237
Use_cupboard,1265,1394
Use_Drawer,1296,1389
Put_something_on_table,1406,1428
Use_Drawer,1527,1558
Use_cupboard,1528,1591
Take_something_off_table,1635,1651
Walk,1637,1707
Walk,2039,2083
Take_something_off_table,2086,2091
Walk,2332,2482
Take_something_off_table,2414,2434
Walk,2596,2655
Wipe_table,2686,3023
Take_something_off_table,3026,3034
Walk,3036,3114
Walk,3318,3399
Walk,4258,4347
Walk,5168,5212
Leave,5213,5295
Enter,5491,5588
Walk,5612,5678
Make_coffee.Get_water,5705,5910
Walk,5884,5923
Put_something_on_table,5914,5929
Make_coffee.Pour_water,5988,6152
Walk,6148,6170
Walk,6176,6206
Use_cupboard,6263,6335
Use_Drawer,6297,6337
Put_something_on_table,6361,6378
Use_Drawer,6386,6422
Take_something_off_table,6427,6438
Use_Drawer,6703,6733
Put_something_on_table,6744,6760
Make_coffee.Pour_grains,6830,7041
Take_something_off_table,7015,7028
Take_something_off_table,7228,7240
Use_Drawer,7252,7301
Use_cupboard,7252,7336
Walk,7376,7416
Walk,7495,7567
Put_something_on_table,7562,7583
Walk,7692,7742
Walk,7822,7894
Put_something_on_table,7860,7881
Walk,8018,8076
Put_something_on_table,8068,8079
Put_something_on_table,8084,8098
Put_something_on_table,8106,8122
Walk,8127,8167
Dump_in_trash,8163,8181
Walk,8228,8261
Use_cupboard,8264,8522
Use_Drawer,8296,8487
Take_something_off_table,8341,8349
Take_something_off_table,8391,8404
Take_something_off_table,8527,8543
Clean_dishes,8580,9560
Clean_dishes.Clean_with_water,8581,8982
Put_something_on_table,8992,9017
Walk,9126,9168
Walk,9179,9202
Put_something_on_table,9204,9229
Take_something_off_table,9237,9258
Take_something_off_table,9268,9289
Clean_dishes.Dry_up,9289,9399
Put_something_on_table,9397,9414
Clean_dishes.Dry_up,9429,9577
Walk,9637,9669
Put_something_on_table,9670,9694
Walk,9766,9924
Take_something_off_table,9845,9860
Walk,10167,10221
Clean_dishes,10220,10700
Clean_dishes.Clean_with_water,10262,10684
Put_something_on_table,10650,10676
Walk,10773,10851
Walk,11625,11691
Walk,11818,11887
Walk,11930,11999
Walk,12727,12818
Dump_in_trash,12800,12842
Walk,12857,13015
Drink.From_cup,13246,13323
