event,start_frame,end_frame
Enter,44,137
Walk,137,164
Leave,161,219
Enter,222,235
Walk,234,301
Sit_down,307,359
Take_something_off_table,369,397
Put_something_on_table,419,459
Get_up,528,549
Walk,543,572
Take_something_off_table,569,607
Walk,604,636
Sit_down,639,658
Put_something_on_table,659,676
Pour.From_bottle,718,750
Put_something_on_table,793,810
Take_something_off_table,835,859
Take_pills,867,982
Take_something_off_table,993,1007
Drink.From_cup,1009,1133
Put_something_on_table,1132,1162
Take_something_off_table,1175,1195
Get_up,1180,1197
Walk,1198,1228
Put_something_on_table,1229,1274
Leave,1290,1338
Enter,1382,1398
Walk,1399,1416
Sit_down,1420,1447
Use_laptop,1511,3866
Get_up,3888,3908
Walk,3902,3933
Leave,3922,4002
Walk,4015,4035
Enter,4015,4035
Leave,4040,4080
Walk,4090,4166
Enter,4091,4116
Leave,4136,4206
Enter,4376,4490
Walk,4491,4639
Walk,4690,4735
Sit_down,4736,4758
Use_laptop,4835,5826
Get_up,5840,5852
Walk,5855,5898
Leave,5882,5912
Enter,6393,6408
Take_something_off_table,6427,6440
Walk,6446,6485
Sit_down,6494,6523
Read,6537,8099
Get_up,8117,8129
Walk,8131,8150
Take_something_off_table,8153,8178
Put_something_on_table,8156,8200
Walk,8214,8248
Leave,8236,8259
Enter,8299,8313
Walk,8304,8352
Leave,8354,8453
Enter,8592,8704
Walk,8745,8771
Leave,8772,8806
Enter,8838,8854
Walk,8842,8872
Take_something_off_table,8877,8902
Pour.From_bottle,8982,9044
Put_something_on_table,9120,9148
Take_something_off_table,9158,9175
Take_pills,9204,9325
Put_something_on_table,9327,9348
Take_something_off_table,9376,9392
Drink.From_cup,9399,9543
Put_something_on_table,9544,9578
Sit_down,9635,9680
Take_something_off_table,9693,9721
Use_tablet,9725,11084
Put_something_on_table,11089,11136
Get_up,11164,11189
Walk,11197,11237
Leave,11230,11251
Enter,11287,11309
Walk,11294,11342
Leave,11342,11414
Enter,11614,11731
Walk,11728,11758
Leave,11750,11770
Enter,11820,11852
Walk,11823,11853
Take_something_off_table,11876,11914
Use_tablet,11901,11918
Walk,11929,11961
Sit_down,12051,12080
Read,12131,14355
Get_up,14434,14447
Take_something_off_table,14485,14511
Put_something_on_table,14487,14568
Take_something_off_table,14568,14619
Walk,14620,14653
Sit_down,14653,14679
Put_something_on_table,14655,14670
Pour.From_bottle,14747,14821
Put_something_on_table,14893,14926
Take_something_off_table,14927,14948
Take_pills,14964,15256
Put_something_on_table,15184,15201
Take_something_off_table,15256,15276
Drink.From_cup,15274,15509
Put_something_on_table,15507,15544
Take_something_off_table,15574,15609
Get_up,15602,15624
Walk,15624,15647
Put_something_on_table,15650,15701
Take_something_off_table,15706,15732
Walk,15738,15849
Put_something_on_table,15816,15839
Walk,15903,15945
Sit_down,15949,15977
Use_laptop,16070,17478
Get_up,17496,17511
Walk,17509,17546
Leave,17538,17565
Enter,17672,17696
Take_something_off_table,17678,17707
Walk,17687,17750
Sit_down,17763,17801
Read,17829,21689
Get_up,21713,21731
Walk,21729,21755
Take_something_off_table,21763,21789
Put_something_on_table,21788,21813
Leave,21817,21848
Enter,21903,21917
Walk,21912,21957
Sit_down,21966,21988
Use_laptop,22030,23978
Get_up,24011,24034
Walk,24027,24069
Leave,24049,24079
Enter,24172,24198
Walk,24174,24221
Sit_down,24230,24249
Take_something_off_table,24255,24288
Use_tablet,24289,26522
Put_something_on_table,26533,26564
Get_up,26596,26615
Walk,26608,26631
Take_something_off_table,26631,26651
Sit_down,26692,26717
Read,26766,28767
Get_up,28784,28802
Walk,28805,28832
Put_something_on_table,28831,28850
Take_something_off_table,28851,28894
Walk,28892,28948
Sit_down,28949,28974
Put_something_on_table,28982,28999
Pour.From_bottle,29072,29146
Put_something_on_table,29219,29251
Take_something_off_table,29284,29302
Take_pills,29306,29470
Put_something_on_table,29372,29388
Take_something_off_table,29471,29492
Drink.From_cup,29493,29645
Put_something_on_table,29644,29667
Take_something_off_table,29678,29715
Get_up,29706,29728
Walk,29725,29751
Put_something_on_table,29752,29809
Walk,29815,29867
Sit_down,29877,29903
Take_something_off_table,29950,29987
