event,start_frame,end_frame
Get_up,5975,6008
Walk,6010,6080
Leave,6050,6105
Enter,6637,6678
Walk,6644,6706
Sit_down,6715,6749
Get_up,10556,10590
Walk,10604,10663
Leave,10622,10692
Enter,11697,11774
Walk,11727,11797
Sit_down,11803,11860
Watch_TV,14279,14404
Watch_TV,15280,15485
Watch_TV,17523,17591
Watch_TV,18093,18123
Watch_TV,18458,18524
Watch_TV,18665,18692
Watch_TV,18902,19063
Watch_TV,19271,19312
Watch_TV,19552,19576
Watch_TV,21843,21887
Drink.From_glass,24162,24243
Watch_TV,25693,25712
Watch_TV,26413,26457
Watch_TV,26612,26637
Watch_TV,26658,26676
Watch_TV,26747,26923
