event,start_frame,end_frame
Enter,0,174
Walk,117,177
Make_tea,120,2120
Take_something_off_table,164,208
Make_tea.Boil_water,272,720
Use_cupboard,773,1159
Make_tea.Insert_tea_bag,1215,1277
Dump_in_trash,1504,1645
Pour.From_kettle,1975,2130
Make_tea,2120,2130
Take_something_off_table,2631,2669
Drink.From_cup,2950,3034
Take_something_off_table,3159,3220
Clean_dishes,3647,4640
Take_something_off_table,4653,4687
Drink.From_cup,4673,4751
Clean_dishes,4790,8904
Clean_dishes.Dry_up,4791,5520
Use_Drawer,5523,5612
Use_Drawer,6030,6117
Clean_dishes.Dry_up,6119,6226
Use_Drawer,6226,6528
Clean_dishes.Dry_up,6585,7432
Use_Drawer,7436,7677
Clean_dishes.Dry_up,7694,8747
Use_Drawer,8761,8903
Wipe_table,9066,10836
Dump_in_trash,10836,10920
Dump_in_trash,11369,11549
Walk,11725,11932
