event,start_frame,end_frame
Read,25,4994
Get_up,5218,5270
Use_cupboard,5343,5461
Put_something_on_table,5598,5648
Sit_down,5809,5863
Write,6081,8071
Eat_snack,8130,8227
Write,8229,8916
Eat_snack,8959,9023
Write,9099,10236
Eat_snack,10271,10347
Drink.From_cup,10420,10514
Take_something_off_table,10425,10449
Put_something_on_table,10497,10525
Write,10654,12000
Eat_snack,12090,12182
Write,12299,14513
Eat_snack,14606,14684
Write,14742,16430
Eat_snack,16462,16528
Write,16706,17471
Eat_snack,17548,17588
Take_something_off_table,17672,17699
Drink.From_cup,17684,17767
Put_something_on_table,17749,17774
Write,17884,19875
Eat_snack,20839,20906
Write,21033,22929
Take_something_off_table,22999,23023
Drink.From_cup,23003,23095
Put_something_on_table,23067,23098
Write,23124,25100
Take_something_off_table,26199,26222
Drink.From_cup,26205,26333
Put_something_on_table,26313,26341
Write,26494,26541
Write,26787,26856
