event,start_frame,end_frame
Write,5,8200
Read,8222,10172
Write,10170,13430
Read,13435,13665
Write,13670,13795
Read,13802,14522
Take_something_off_table,14530,14575
Drink.From_cup,14569,14647
Put_something_on_table,14630,14685
Get_up,15006,15085
Put_something_on_table,15310,15425
Sit_down,15501,15543
Use_laptop,15646,17709
Get_up,17791,17851
Use_telephone,17943,19691
Walk,18191,19295
Sit_down,19312,19355
Get_up,19525,19564
Sit_down,19783,19836
Write,20310,22705
Read,23187,23262
Use_laptop,23499,23933
Write,24130,26745
Read,27017,27450
