event,start_frame,end_frame
Enter,25,54
Walk,29,70
Put_something_on_table,55,76
Clean_dishes,131,1652
Cook.Use_stove,1713,1733
Cook.Use_stove,1713,1733
Take_something_off_table,1726,1733
Clean_dishes,1842,2263
Clean_dishes,1842,2262
Cook.Use_oven,2315,2397
Clean_dishes,2402,7865
Clean_dishes,2402,4094
Clean_dishes.Dry_up,2406,4097
Put_something_on_table,2478,2507
Put_something_on_table,2680,2708
Put_something_on_table,3033,3061
Put_something_on_table,3361,3393
Put_something_on_table,3607,3634
Put_something_on_table,3800,3847
Use_Drawer,4101,4229
Clean_dishes,4236,4944
Clean_dishes.Dry_up,4242,4942
Use_Drawer,4949,5078
Clean_dishes,5086,6100
Clean_dishes.Dry_up,5581,6098
Use_Drawer,6108,6333
Clean_dishes,6348,7865
Use_Drawer,8205,8990
Use_Drawer,9090,9256
Use_Drawer,9303,9438
Walk,9583,9773
Walk,10286,10372
