event,start_frame,end_frame
Walk,0,11
Walk,2154,2233
Walk,2768,2878
Put_something_on_table,2822,2841
Walk,3013,3079
Put_something_on_table,3117,3149
Take_something_off_table,3184,3192
Drink.From_cup,3187,3280
Put_something_on_table,3271,3292
Take_something_off_table,3546,3563
Drink.From_cup,3609,3671
Put_something_on_table,3704,3737
Take_something_off_table,3782,3828
Walk,3832,3893
Walk,4824,4905
Drink.From_cup,4886,4949
Walk,5081,5122
Walk,6007,6070
Put_something_on_table,6073,6092
Drink.From_cup,6416,6469
Put_something_on_table,6469,6532
Take_something_off_table,6756,6768
Drink.From_cup,6760,6812
Put_something_on_table,6810,6823
Walk,7214,7254
Walk,7809,7873
Take_something_off_table,7883,7894
Drink.From_cup,7921,7968
Put_something_on_table,7964,7979
Take_something_off_table,8258,8291
Walk,8303,8353
Use_Drawer,9030,9216
Walk,9461,9587
Walk,10294,10401
Watch_TV,10436,10977
