event,start_frame,end_frame
Write,0,14320
Take_something_off_table,14536,14549
Drink.From_cup,14540,14614
Put_something_on_table,14603,14619
Get_up,15008,15064
Use_cupboard,15071,15239
Put_something_on_table,15304,15335
Sit_down,15462,15512
Use_laptop,15615,17677
Get_up,17753,17823
Take_something_off_table,17867,17881
Use_telephone,17871,19633
Walk,18162,19280
Sit_down,19284,19355
Get_up,19496,19545
Put_something_on_table,19619,19633
Sit_down,19725,19808
Write,20014,22626
Use_laptop,23472,23903
Write,24121,26709
Read,26941,27418
