event,start_frame,end_frame
Read,5,4924
Put_something_on_table,4966,4994
Get_up,5249,5287
Put_something_on_table,5627,5658
Sit_down,5812,5879
Write,6064,8087
Eat_snack,8176,8240
Write,8288,8951
Eat_snack,8978,9025
Write,9098,10263
Eat_snack,10286,10346
Take_something_off_table,10440,10458
Drink.From_cup,10448,10521
Put_something_on_table,10510,10532
Write,10632,12096
Eat_snack,12118,12187
Write,12302,14556
Eat_snack,14640,14678
Write,14750,16444
Eat_snack,16488,16547
Write,16639,17490
Eat_snack,17571,17605
Take_something_off_table,17699,17715
Drink.From_cup,17712,17768
Put_something_on_table,17768,17783
Write,17909,19826
Eat_snack,20848,20912
Write,21101,22958
Take_something_off_table,23019,23039
Drink.From_cup,23036,23088
Put_something_on_table,23086,23103
Write,23137,26197
Take_something_off_table,26214,26233
Drink.From_cup,26231,26332
Put_something_on_table,26330,26353
Write,26479,26874
