event,start_frame,end_frame
Watch_TV,1,603
Take_something_off_table,630,646
Use_laptop,734,2926
Put_something_on_table,3070,3138
Take_something_off_table,3253,3274
Read,3294,11123
Use_telephone,11150,12074
Take_something_off_table,11152,11173
Put_something_on_table,12065,12077
Get_up,12089,12117
Walk,12130,12181
Watch_TV,12167,12724
Walk,12728,13344
Walk,14350,14761
Leave,14686,14889
Enter,16383,16597
Walk,16511,16673
Watch_TV,16670,16739
Sit_down,16680,16701
Take_something_off_table,16723,16739
Take_pills,16746,17152
Take_something_off_table,16932,16945
Put_something_on_table,17030,17039
Drink.From_bottle,17158,17231
Drink.From_bottle,17254,17346
Drink.From_bottle,17353,17454
Take_something_off_table,17453,17467
Put_something_on_table,17639,17654
Take_something_off_table,17685,17698
Write,17725,19245
Put_something_on_table,19257,19275
Get_up,19316,19384
Walk,19388,19546
Leave,19464,19654
Enter,22299,22507
Walk,22421,22551
Walk,22649,22675
Sit_down,22679,22708
Watch_TV,22814,22972
Read,22977,24116
Watch_TV,24131,24176
Read,24180,24255
