event,start_frame,end_frame
Enter,70,141
Put_something_on_table,141,183
Put_something_on_table,207,236
Put_something_on_table,252,267
Put_something_on_table,341,367
Put_something_on_table,563,599
Breakfast,1080,28846
Breakfast.Cut_bread,1356,1541
Breakfast.Cut_bread,1623,1799
Put_something_on_table,1821,1843
Sit_down,1895,1959
Put_something_on_table,2158,2181
Put_something_on_table,2289,2301
Breakfast.Spread_jam_or_butter,2298,2701
Breakfast.Take_ham,2935,3186
Breakfast.Cut_bread,3223,3412
Make_tea.Insert_tea_bag,3540,3658
Breakfast.Cut_bread,3680,3911
Breakfast.Eat_at_table,3921,4067
Breakfast.Eat_at_table,4592,4618
Breakfast.Cut_bread,4992,5309
Breakfast.Eat_at_table,5318,5900
Take_something_off_table,5881,5907
Drink.From_cup,5923,5966
Put_something_on_table,5969,6002
Breakfast.Eat_at_table,6145,6338
Breakfast.Eat_at_table,6649,7036
Breakfast.Cut_bread,7069,7194
Breakfast.Eat_at_table,7276,7806
Take_something_off_table,7809,7830
Drink.From_cup,7821,7885
Put_something_on_table,7886,7913
Breakfast.Eat_at_table,7929,8216
Breakfast.Eat_at_table,8335,8631
Take_something_off_table,8736,8754
Drink.From_cup,8748,8801
Put_something_on_table,8804,8828
Breakfast.Eat_at_table,9038,9971
Take_something_off_table,9988,10009
Drink.From_cup,10006,10062
Put_something_on_table,10063,10085
Breakfast.Spread_jam_or_butter,10437,10964
Breakfast.Cut_bread,11845,12267
Breakfast.Eat_at_table,12712,13041
Get_up,13240,13286
Put_something_on_table,13390,13419
Sit_down,13494,13588
Breakfast.Eat_at_table,13620,13745
Read,13751,14166
Breakfast.Eat_at_table,14204,14673
Read,14218,14753
Breakfast.Eat_at_table,14793,15490
Read,14849,16385
Breakfast.Eat_at_table,15795,16068
Breakfast.Eat_at_table,16478,16738
Read,16548,18215
Breakfast.Eat_at_table,18166,18319
Read,18249,19348
Breakfast.Eat_at_table,18618,18843
Take_something_off_table,19363,19387
Drink.From_cup,19378,19427
Put_something_on_table,19427,19445
Read,19487,19690
Breakfast.Eat_at_table,19690,19815
Read,19761,20419
Breakfast.Eat_at_table,20457,20517
Take_something_off_table,20502,20526
Drink.From_cup,20525,20570
Put_something_on_table,20568,20588
Read,20596,21032
Get_up,21032,21080
Breakfast.Cut_bread,21163,21381
Sit_down,22153,22195
Breakfast.Spread_jam_or_butter,22205,23083
Take_something_off_table,23214,23252
Put_something_on_table,23872,23907
Breakfast.Cut_bread,24025,24345
Breakfast.Eat_at_table,24370,24514
Read,24400,24965
Breakfast.Eat_at_table,24582,24682
Breakfast.Eat_at_table,24965,25100
Read,25025,25520
Breakfast.Eat_at_table,25562,25698
Read,25603,25900
Breakfast.Eat_at_table,25948,26048
Read,25993,26314
Breakfast.Eat_at_table,26502,26575
Read,26537,27186
Breakfast.Eat_at_table,27247,27334
Read,27352,27924
Breakfast.Eat_at_table,27935,28333
Take_something_off_table,28325,28345
Drink.From_cup,28348,28400
Put_something_on_table,28392,28412
Read,28424,28686
Read,28753,28772
