event,start_frame,end_frame
Watch_TV,0,116
Take_something_off_table,127,149
Read,183,2615
Put_something_on_table,2620,2644
Get_up,2642,2679
Take_something_off_table,2686,2705
Take_something_off_table,2716,2730
Pour.From_bottle,2816,2921
Drink.From_cup,2925,3029
Put_something_on_table,3138,3176
Sit_down,3205,3233
Take_something_off_table,3237,3253
Read,3310,6350
Put_something_on_table,6364,6382
Get_up,6397,6431
Use_telephone,6499,7002
Sit_down,7072,7104
Take_something_off_table,7178,7208
Write,7655,7938
Write,8803,8910
Write,9225,9330
Write,9494,9601
Write,9669,9709
Write,11579,11671
Put_something_on_table,13452,13507
Take_something_off_table,13517,13572
Read,13561,14876
Get_up,14871,14912
Put_something_on_table,14872,14895
Take_something_off_table,14930,14955
Put_something_on_table,14964,14985
Take_something_off_table,14986,14999
Pour.From_bottle,15030,15136
Put_something_on_table,15197,15225
Sit_down,15238,15267
Take_something_off_table,15276,15288
Drink.From_cup,15282,15422
Get_up,15430,15451
Put_something_on_table,15452,15469
Sit_down,15480,15515
Take_something_off_table,15548,15562
Read,15567,20404
Put_something_on_table,20410,20430
Get_up,20433,20471
Use_telephone,20537,21179
Sit_down,21254,21290
Take_something_off_table,21300,21337
Write,21837,21890
Write,22723,22775
Write,23675,23838
Write,24101,24272
Write,24381,24641
Put_something_on_table,26944,26986
Take_something_off_table,27006,27055
Read,27058,28104
