event,start_frame,end_frame
Make_tea.Boil_water,37,369
Make_tea,37,369
Dump_in_trash,891,947
Make_coffee,2016,2430
Make_coffee.Pour_grains,2016,2207
Make_coffee.Pour_water,2266,2360
Wipe_table,2651,2745
Use_Drawer,3295,4028
Put_something_on_table,4065,4100
Take_something_off_table,4399,4413
Drink.From_cup,4409,4472
Put_something_on_table,4467,4485
Use_fridge,4975,5778
Eat_snack,5782,5812
Walk,6232,6310
Watch_TV,6328,6998
Walk,7000,7145
Make_tea,7100,7760
Pour.From_kettle,7212,7365
Make_tea.Insert_tea_bag,7214,7262
Make_tea.Insert_tea_bag,7577,7658
Take_something_off_table,7745,7759
Drink.From_cup,7750,7821
Put_something_on_table,7805,7824
Use_Drawer,8116,8249
Walk,8741,8853
Dump_in_trash,8824,8892
Dump_in_trash,9353,9453
Pour.From_kettle,9624,9701
Use_Drawer,9808,10163
Use_fridge,10443,10699
Dump_in_trash,10709,10825
Eat_snack,10833,10852
Eat_snack,10886,10902
Eat_snack,10913,10944
Eat_snack,10947,10960
Eat_snack,10980,11003
Wipe_table,11025,11245
Eat_snack,12258,12282
Eat_snack,12295,12317
Walk,12323,12345
Walk,12407,12468
Leave,12451,12490
Enter,12819,12871
Walk,12843,12896
Eat_snack,12909,12930
Eat_snack,12951,12972
Walk,14526,14658
Put_something_on_table,14640,14652
Leave,14650,14673
Walk,14971,14979
Walk,14996,15063
Drink.From_cup,15061,15100
Put_something_on_table,15092,15111
Cook.Use_oven,15767,15874
Dump_in_trash,16341,16390
Wipe_table,16700,16750
Take_something_off_table,16868,16888
Drink.From_cup,16878,16955
Put_something_on_table,16940,16963
Walk,17221,17308
Walk,17360,17379
Leave,17372,17405
Enter,18037,18097
Walk,18087,18104
Take_something_off_table,18108,18124
Drink.From_cup,18118,18192
Put_something_on_table,18174,18195
Watch_TV,18198,19874
Drink.From_cup,20077,20167
