event,start_frame,end_frame
Get_up,23,55
Walk,120,358
Leave,304,461
Enter,1034,1151
Walk,1125,1646
Sit_down,1666,1720
Take_something_off_table,1811,1840
Write,2414,2503
Write,3064,3167
Write,3256,3349
Write,3519,3596
Write,3669,3739
Write,3784,3859
Watch_TV,3885,4583
Write,4844,5933
Watch_TV,5947,6692
Put_something_on_table,6726,6750
Get_up,6776,6804
Take_something_off_table,6909,6931
Put_something_on_table,6957,6976
Put_something_on_table,6989,7003
Put_something_on_table,7042,7058
Sit_down,7103,7134
Watch_TV,7172,7270
Take_pills,7310,7501
Take_something_off_table,7453,7468
Drink.From_bottle,7509,7661
Get_up,7666,7696
Take_something_off_table,7667,7688
Put_something_on_table,7704,7729
Take_something_off_table,7741,7759
Sit_down,8036,8059
Lay_down,8060,8106
Get_up,11153,11210
Get_up,11246,11277
Walk,11282,11307
Leave,11288,11342
Enter,11941,11965
Walk,11947,11987
Sit_down,12075,12120
Take_something_off_table,12128,12166
Write,12564,12858
Write,13031,13410
Watch_TV,13415,13579
Write,13658,20383
Put_something_on_table,21209,21297
Take_something_off_table,21371,21418
Read,21443,28428
Put_something_on_table,28429,28485
Watch_TV,28615,29140
Take_something_off_table,29262,29333
Write,29514,30151
