event,start_frame,end_frame
Take_something_off_table,47,68
Walk,6295,6337
Walk,7044,7069
Walk,7142,7162
Walk,14597,14628
Drink.From_cup,14630,14684
Put_something_on_table,14671,14692
Put_something_on_table,14674,14696
Take_something_off_table,15008,15036
Walk,15042,15065
Walk,17296,17337
Put_something_on_table,17338,17362
Walk,17409,17448
Leave,17423,17522
Enter,18031,18120
Walk,18092,18137
Take_something_off_table,18148,18171
Drink.From_cup,18149,18227
Put_something_on_table,18207,18241
Put_something_on_table,18213,18230
Take_something_off_table,20107,20122
Drink.From_cup,20113,20201
Put_something_on_table,20188,20208
Put_something_on_table,20188,20208
