event,start_frame,end_frame
Clean_dishes.Clean_with_water,123,349
Make_coffee,357,1536
Make_coffee.Pour_water,357,503
Make_coffee.Pour_grains,736,984
Walk,1887,1951
Leave,1914,1956
Enter,1995,2043
Walk,2006,2081
Put_something_on_table,2068,2100
Read,2100,9800
Write,2100,9800
Walk,9882,10011
Leave,9909,10033
Enter,10039,10135
Walk,10098,10190
Make_tea,10280,10720
Get_water,10340,10580
Make_tea.Boil_water,10390,10715
Use_Drawer,10801,11050
Use_cupboard,11122,11466
Use_fridge,11472,11881
Use_Drawer,11957,12591
Dump_in_trash,13190,13245
Pour.From_kettle,13293,13395
Use_Drawer,13532,14289
Use_cupboard,14339,14558
Use_Drawer,14570,14843
Dump_in_trash,15143,15196
Use_Drawer,15257,15529
Stir_coffee/tea,15870,15977
Dump_in_trash,16238,16281
Stir_coffee/tea,16334,16416
Make_coffee.Pour_water,16468,16575
Walk,16671,16791
Leave,16724,16796
Enter,16849,16891
Walk,16855,16939
Leave,16897,16951
