event,start_frame,end_frame
Write,0,2310
Put_something_on_table,2324,2348
Get_up,2380,2425
Walk,2529,2863
Use_telephone,2533,3432
Walk,3042,3320
Sit_down,3551,3583
Get_up,3595,3623
Leave,3651,3682
Enter,3965,3996
Put_something_on_table,3993,4006
Sit_down,4009,4040
Write,4403,6799
Drink.From_cup,6833,6878
Take_something_off_table,6833,6843
Put_something_on_table,6872,6887
Get_up,7027,7059
Put_something_on_table,7195,7216
Take_pills,7218,7391
Put_something_on_table,7317,7346
Take_something_off_table,7395,7412
Drink.From_bottle,7423,7567
Take_something_off_table,7613,7629
Sit_down,7748,7794
Write,7885,12650
Take_something_off_table,12681,12698
Drink.From_cup,12686,12742
Put_something_on_table,12727,12745
Get_up,12869,12930
Walk,12962,13167
Walk,13379,13725
Sit_down,13743,13803
Take_something_off_table,13811,13822
Drink.From_cup,13815,13876
Put_something_on_table,13864,13882
Take_something_off_table,13886,13906
Write,13929,21228
Take_something_off_table,21272,21281
Drink.From_cup,21275,21331
Put_something_on_table,21323,21339
Get_up,21385,21412
Use_telephone,21491,22349
Sit_down,21568,21596
Get_up,21812,21847
Walk,22088,22338
Sit_down,22459,22515
Take_something_off_table,22518,22576
Write,22537,29060
Put_something_on_table,29069,29081
Take_something_off_table,29086,29094
Drink.From_cup,29088,29156
Put_something_on_table,29134,29155
