event,start_frame,end_frame
Take_something_off_table,113,148
Put_something_on_table,1091,1114
Get_up,1118,1153
Walk,1163,1248
Leave,1186,1548
Enter,1646,1952
Walk,1883,1994
Sit_down,2014,2085
Take_something_off_table,2094,2122
Put_something_on_table,3104,3129
Get_up,3131,3164
Sit_down,3312,3346
Lay_down,3348,3428
Get_up,5415,5568
Take_something_off_table,5654,5689
Put_something_on_table,10045,10077
Get_up,10092,10128
Walk,10148,10282
Leave,10210,10376
Enter,11060,11271
Walk,11184,11337
Sit_down,11347,11386
Take_something_off_table,11435,11460
Read,11441,13937
Put_something_on_table,13915,13944
Lay_down,14047,14142
Get_up,16605,16773
Take_something_off_table,16778,16816
Put_something_on_table,20308,20332
Lay_down,20409,20549
Get_up,23377,23458
Take_something_off_table,23651,23701
