event,start_frame,end_frame
Enter,53,69
Walk,58,107
Put_something_on_table,101,145
Walk,150,190
Leave,180,194
Enter,353,370
Walk,363,410
Put_something_on_table,400,430
Take_something_off_table,437,457
Use_fridge,474,707
Take_something_off_table,552,588
Make_coffee,730,2410
Take_something_off_table,741,766
Make_coffee.Get_water,759,1035
Walk,769,787
Take_something_off_table,1098,1132
Put_something_on_table,1166,1203
Take_something_off_table,1313,1337
Make_coffee.Pour_water,1336,1441
Put_something_on_table,1421,1461
Use_Drawer,1506,1589
Use_cupboard,1608,1748
Use_Drawer,1674,1743
Use_cupboard,1831,1892
Use_Drawer,1845,1886
Put_something_on_table,1892,1916
Make_coffee.Pour_grains,2012,2102
Use_cupboard,2134,2230
Use_Drawer,2144,2210
Take_something_off_table,2421,2447
Use_fridge,2473,2576
Take_something_off_table,2730,2760
Dump_in_trash,2780,2845
Walk,2845,2890
Take_something_off_table,3893,3930
Put_something_on_table,3931,3966
Take_something_off_table,5217,5237
Take_something_off_table,5237,5257
Pour.From_kettle,5244,5297
Walk,5315,5412
Walk,5562,5635
Put_something_on_table,5619,5659
Walk,5689,5743
Drink.From_cup,6327,6384
Drink.From_cup,6406,6439
Drink.From_cup,6500,6546
Drink.From_cup,6646,6699
Walk,6777,6889
Put_something_on_table,6936,6961
Make_coffee,6960,8620
Take_something_off_table,6987,7030
Walk,7037,7070
Make_coffee.Get_water,7038,7326
Walk,7300,7325
Put_something_on_table,7308,7336
Walk,7414,7448
Dump_in_trash,7440,7490
Walk,7493,7540
Take_something_off_table,7536,7552
Make_coffee.Pour_water,7549,7624
Put_something_on_table,7618,7659
Use_cupboard,7697,7946
Use_Drawer,7741,7946
Use_cupboard,8082,8162
Use_Drawer,8085,8157
Put_something_on_table,8163,8180
Make_coffee.Pour_grains,8277,8346
Take_something_off_table,8385,8397
Use_cupboard,8401,8484
Use_Drawer,8421,8455
Take_something_off_table,8494,8507
Put_something_on_table,8524,8543
Walk,8626,8686
Use_cupboard,8914,9102
Use_Drawer,8984,9064
Use_Drawer,9081,9093
Walk,9096,9121
Use_cupboard,9374,9554
Use_Drawer,9397,9458
Use_Drawer,9499,9552
Clean_dishes,9560,16000
Clean_dishes.Put_something_in_sink,9590,9622
Clean_dishes.Clean_with_water,9631,9818
Put_something_on_table,9815,9839
Clean_dishes.Put_something_in_sink,9834,9857
Clean_dishes.Clean_with_water,9849,9946
Put_something_on_table,9944,9961
Take_something_off_table,10019,10031
Clean_dishes.Put_something_in_sink,10025,10049
Clean_dishes.Clean_with_water,10050,10146
Put_something_on_table,10139,10173
Clean_dishes.Put_something_in_sink,10163,10189
Clean_dishes.Clean_with_water,10181,10224
Put_something_on_table,10218,10251
Clean_dishes.Put_something_in_sink,10261,10283
Clean_dishes.Clean_with_water,10285,10339
Put_something_on_table,10338,10359
Clean_dishes.Put_something_in_sink,10347,10361
Clean_dishes.Clean_with_water,10357,10393
Put_something_on_table,10391,10412
Clean_dishes.Put_something_in_sink,10414,10435
Clean_dishes.Clean_with_water,10431,10459
Put_something_on_table,10453,10477
Take_something_off_table,10484,10503
Walk,10487,10525
Dump_in_trash,10519,10588
Walk,10592,10615
Clean_dishes.Put_something_in_sink,10599,10629
Clean_dishes.Clean_with_water,10624,10757
Clean_dishes.Put_something_in_sink,10757,10788
Clean_dishes.Clean_with_water,10777,10827
Put_something_on_table,10826,10857
Take_something_off_table,10922,10942
Clean_dishes.Dry_up,10941,11006
Take_something_off_table,11247,11271
Clean_dishes.Dry_up,11273,11334
Take_something_off_table,11436,11463
Clean_dishes.Dry_up,11467,11519
Take_something_off_table,11550,11579
Clean_dishes.Dry_up,11573,11669
Take_something_off_table,11785,11812
Clean_dishes.Dry_up,11803,11965
Take_something_off_table,12042,12066
Clean_dishes.Dry_up,12066,12183
Walk,12272,12337
Put_something_on_table,12277,12299
Take_something_off_table,12319,12342
Clean_dishes.Dry_up,12343,12501
Walk,12487,12526
Walk,12741,12808
Take_something_off_table,12789,12807
Clean_dishes.Dry_up,12803,12835
Walk,12842,12874
Walk,13035,13095
Take_something_off_table,13085,13111
Clean_dishes.Dry_up,13109,13199
Walk,13431,13479
Take_something_off_table,13451,13471
Clean_dishes.Put_something_in_sink,13466,13498
Clean_dishes.Clean_with_water,13478,13545
Clean_dishes.Dry_up,13578,13773
Walk,13771,13893
Put_something_on_table,13953,13975
Clean_dishes.Put_something_in_sink,13970,13992
Clean_dishes.Clean_with_water,13991,14057
Put_something_on_table,14058,14083
Clean_dishes.Put_something_in_sink,14073,14099
Clean_dishes.Clean_with_water,14087,14143
Put_something_on_table,14136,14158
Clean_dishes.Put_something_in_sink,14153,14171
Clean_dishes.Clean_with_water,14161,14260
Put_something_on_table,14270,14317
Take_something_off_table,14332,14354
Clean_dishes.Dry_up,14339,14477
Walk,14492,14536
Walk,14722,14762
Take_something_off_table,14754,14772
Clean_dishes.Dry_up,14761,14944
Walk,14912,14964
Take_something_off_table,15009,15025
Clean_dishes.Dry_up,15016,15067
Walk,15235,15306
Use_cupboard,15249,15274
Wipe_table,15484,15721
Put_something_on_table,15978,16000
Take_something_off_table,16075,16095
Pour.From_kettle,16093,16182
Take_something_off_table,16228,16244
Clean_dishes.Dry_up,16241,16289
Put_something_on_table,16311,16351
Walk,16363,16446
Drink.From_cup,16812,16862
Drink.From_cup,16889,16924
Drink.From_cup,16975,17012
Drink.From_cup,17082,17115
Walk,17140,17244
Clean_dishes,17300,19980
Clean_dishes.Put_something_in_sink,17307,17363
Clean_dishes.Clean_with_water,17379,17499
Clean_dishes.Dry_up,17575,17762
Walk,17759,17810
Put_something_on_table,17769,17787
Use_Drawer,17817,17939
Walk,17950,17978
Walk,18093,18124
Dump_in_trash,18114,18184
Walk,18187,18212
Dump_in_trash,18304,18351
Wipe_table,18515,18538
Put_something_on_table,18635,18662
Take_something_off_table,19073,19088
Wipe_table,19088,19118
Use_cupboard,19222,19504
Use_Drawer,19334,19444
Take_something_off_table,19519,19533
Clean_dishes.Dry_up,19537,19575
Take_something_off_table,19616,19631
Walk,19627,19675
Walk,19970,20081
Leave,20082,20159
