event,start_frame,end_frame
Get_up,0,27
Put_something_on_table,751,789
Use_laptop,818,1678
Sit_down,873,909
Get_up,1683,1706
Take_something_off_table,1686,1702
Walk,1924,2152
Take_something_off_table,2182,2199
Pour.From_can,2195,2234
Put_something_on_table,2226,2251
Drink.From_cup,2250,2300
Drink.From_cup,2313,2362
Put_something_on_table,2366,2390
Sit_down,2422,2452
Read,2468,5091
Use_glasses,2487,2517
Put_something_on_table,2504,2523
Take_something_off_table,5105,5140
Use_glasses,5119,5151
Get_up,5169,5212
Use_telephone,5363,10704
Sit_down,8232,8260
Get_up,10716,10760
Walk,10850,11197
Leave,11178,11203
Enter,14712,14738
Walk,14724,14895
Take_something_off_table,14871,14900
Drink.From_can,14904,14966
Put_something_on_table,14966,14990
Take_pills,15143,15372
Drink.From_bottle,15373,15442
Put_something_on_table,15624,15664
Sit_down,15720,15790
Use_laptop,15792,16225
Get_up,16236,16268
Take_something_off_table,16245,16274
Sit_down,16523,16549
Read,16617,24469
Use_glasses,16650,16691
Put_something_on_table,16672,16692
Take_something_off_table,24478,24498
Drink.From_can,24494,24564
Pour.From_can,24612,24657
Drink.From_cup,24660,24734
Put_something_on_table,24733,24758
Take_something_off_table,24761,24778
Use_glasses,24773,24794
Get_up,24836,24865
Walk,24872,25148
Take_pills,25449,25553
Drink.From_bottle,25617,25669
Sit_down,25867,25914
Use_glasses,25935,25962
Read,25948,33491
Put_something_on_table,25956,25972
Use_glasses,25962,25962
Take_something_off_table,33508,33526
Pour.From_can,33528,33577
Put_something_on_table,33572,33584
Drink.From_cup,33577,33665
Put_something_on_table,33665,33693
Take_something_off_table,33771,33805
Drink.From_can,33798,33884
Put_something_on_table,33908,33932
Get_up,33993,34017
Walk,34028,34283
Take_pills,34695,34804
Drink.From_bottle,34854,34952
Walk,35056,35165
Walk,35235,35291
Use_telephone,35245,35375
