event,start_frame,end_frame
Read,0,1602
Put_something_on_table,2938,2976
Lay_down,3037,3091
Get_up,3100,3152
Walk,3157,3197
Take_something_off_table,3226,3265
Take_pills,3268,3368
Put_something_on_table,3297,3325
Take_something_off_table,3325,3345
Drink.From_bottle,3387,3427
Put_something_on_table,3489,3543
Walk,3847,3915
Sit_down,3914,3939
Lay_down,3939,4001
Use_laptop,8616,9526
Get_up,9665,9690
Walk,9697,9782
Leave,9764,9787
Enter,11219,11259
Walk,11230,11391
Sit_down,11394,11429
Take_something_off_table,11811,11841
Read,11860,13920
Put_something_on_table,13929,13975
Get_up,15120,15149
Walk,15149,15242
Walk,15302,15380
Walk,15394,15449
Take_something_off_table,15448,15470
Use_telephone,15472,15558
Put_something_on_table,15559,15592
Walk,15632,15840
Walk,15972,16196
Walk,16231,16348
Walk,16478,16640
Sit_down,16641,16683
Take_something_off_table,16652,16668
Read,16730,21705
Put_something_on_table,21737,21777
Use_telephone,21960,30311
