event,start_frame,end_frame
Enter,171,201
Walk,280,330
Use_fridge,330,440
Cook,340,8400
Use_Drawer,542,673
Use_Drawer,711,772
Use_Drawer,845,975
Cook.Cut,970,1255
Put_something_on_table,1237,1258
Take_something_off_table,1346,1358
Cook.Cut,1354,1440
Put_something_on_table,1431,1448
Use_Drawer,1725,1828
Use_Drawer,1998,2048
Use_Drawer,2121,2301
Use_Drawer,2408,2546
Walk,2548,2581
Take_something_off_table,2634,2658
Walk,2649,2706
Put_something_on_table,2683,2719
Walk,2719,2773
Use_Drawer,2813,2865
Walk,2892,2931
Put_something_on_table,2896,2920
Cook.Cut,2967,3594
Put_something_on_table,3590,3625
Take_something_off_table,3735,3752
Take_something_off_table,3752,3767
Cook.Cut,3777,4374
Take_something_off_table,4360,4395
Put_something_on_table,4422,4447
Cook.Cut,4462,4770
Take_something_off_table,4786,4810
Put_something_on_table,4851,4876
Take_something_off_table,4869,4887
Cook.Cut,4877,5614
Take_something_off_table,5623,5653
Put_something_on_table,5671,5689
Take_something_off_table,5763,5785
Walk,5785,5820
Walk,5844,5866
Put_something_on_table,5853,5867
Use_Drawer,5904,5937
Take_something_off_table,5953,5970
Put_something_on_table,6000,6020
Walk,6022,6090
Walk,6100,6143
Put_something_on_table,6126,6154
Use_cupboard,6219,6301
Put_something_on_table,6305,6322
Put_something_on_table,6486,6507
Take_something_off_table,6487,6504
Use_cupboard,6778,6907
Use_Drawer,6921,7134
Cook.Stir,7137,7279
Take_something_off_table,7155,7177
Put_something_on_table,7219,7267
Cook.Use_stove,7219,7444
Walk,7543,7563
Walk,7753,7788
Dump_in_trash,7775,7828
Walk,7833,7859
Put_something_on_table,7845,7865
Walk,7974,8052
Dump_in_trash,8005,8090
Walk,8090,8158
Walk,8218,8231
Walk,8257,8303
Take_something_off_table,8259,8285
Take_something_off_table,8319,8342
Walk,8333,8356
Walk,8389,8422
Clean_dishes,8420,9780
Clean_dishes.Dry_up,8932,8984
Walk,8971,8997
Walk,9083,9116
Clean_dishes.Dry_up,9136,9203
Walk,9158,9215
Use_Drawer,9206,9255
Use_Drawer,9277,9383
Clean_dishes.Dry_up,9409,9457
Use_Drawer,9462,9517
Walk,9518,9552
Clean_dishes.Dry_up,9555,9603
Walk,9586,9618
Cook,9823,10101
Put_something_on_table,9843,9872
Put_something_on_table,9879,9889
Cook.Stir,9899,9942
Walk,10077,10125
Clean_dishes,10160,11480
Walk,10245,10283
Use_cupboard,10279,10384
Walk,10380,10410
Clean_dishes.Dry_up,10538,10588
Put_something_on_table,10584,10600
Walk,10596,10627
Use_Drawer,10620,10696
Walk,10703,10745
Take_something_off_table,10710,10727
Clean_dishes.Dry_up,10773,10847
Use_Drawer,10859,11005
Walk,11016,11067
Walk,11230,11258
Use_cupboard,11249,11481
Take_something_off_table,11480,11501
Walk,11494,11516
Leave,11512,11527
