event,start_frame,end_frame
Get_up,122,161
Walk,163,212
Leave,202,224
Enter,299,322
Walk,304,356
Sit_down,357,386
Drink.From_cup,388,466
Put_something_on_table,439,471
Put_something_on_table,636,667
Put_something_on_table,675,700
Read,732,1439
Put_something_on_table,1503,1547
Take_something_off_table,1543,1563
Drink.From_cup,1544,1627
Put_something_on_table,1625,1663
Take_something_off_table,1671,1697
Read,1733,3068
Put_something_on_table,3060,3120
Take_something_off_table,3121,3156
Drink.From_cup,3128,3201
Put_something_on_table,3367,3415
Take_something_off_table,3405,3452
Read,3480,6099
Take_something_off_table,6146,6165
Drink.From_cup,6159,6227
Drink.From_cup,6536,6603
Put_something_on_table,6608,6642
Read,6716,9740
Take_something_off_table,9758,9779
Put_something_on_table,9817,9855
Take_something_off_table,9862,9892
Drink.From_cup,9887,9952
Put_something_on_table,9976,10006
Use_telephone,10171,15034
Take_something_off_table,15499,15535
Drink.From_cup,15516,15574
Put_something_on_table,15563,15590
Take_something_off_table,15581,15615
Put_something_on_table,15680,15716
Read,15739,20575
Take_something_off_table,20601,20641
Put_something_on_table,20656,20688
Take_something_off_table,20719,20750
Drink.From_cup,20740,20833
Put_something_on_table,20810,20838
Get_up,20958,20980
Walk,20992,21050
Use_telephone,21096,21688
Walk,21415,21549
Walk,21615,21669
Walk,21788,21814
Take_something_off_table,21810,21869
Read,21864,22058
Put_something_on_table,22061,22098
Take_something_off_table,22088,22128
Put_something_on_table,22196,22248
Take_something_off_table,22341,22389
Walk,22365,22496
Sit_down,22495,22521
Walk,22496,22497
Read,22618,24717
Get_up,24718,24750
Put_something_on_table,24762,24801
Take_something_off_table,24786,24819
Put_something_on_table,24881,24923
Take_something_off_table,24949,24985
Sit_down,24955,24994
Read,25029,28788
