event,start_frame,end_frame
Get_up,2871,2959
Walk,2971,3031
Walk,3082,3162
Leave,3157,3183
Enter,3313,3335
Use_telephone,3433,3555
Read,3767,4540
Walk,4610,4626
Walk,4688,4735
Leave,4736,4803
Enter,7838,7944
Walk,7943,8064
Sit_down,8114,8143
Use_telephone,8161,14672
Get_up,14728,14754
Walk,14755,14789
Use_telephone,14834,15008
Walk,15363,15541
Sit_down,15539,15561
Lay_down,15560,15608
Take_something_off_table,18563,18589
Drink.From_cup,18589,18647
Put_something_on_table,18681,18703
Take_something_off_table,18708,18729
Read,18776,23976
