event,start_frame,end_frame
Breakfast,0,5500
Breakfast.Eat_at_table,16,54
Breakfast.Eat_at_table,330,412
Breakfast.Eat_at_table,1079,1146
Breakfast.Eat_at_table,1350,1452
Breakfast.Eat_at_table,1694,1806
Breakfast.Eat_at_table,2052,2152
Breakfast.Eat_at_table,2408,2466
Take_something_off_table,3089,3140
Drink.From_cup,3111,3214
Drink.From_cup,3264,3358
Drink.From_cup,3526,3618
Drink.From_cup,3733,3827
Drink.From_cup,4050,4130
Put_something_on_table,4114,4196
Take_something_off_table,4403,4444
Drink.From_cup,4412,4501
Put_something_on_table,4484,4532
Take_something_off_table,4766,4793
Drink.From_cup,4778,4851
Put_something_on_table,4842,4880
Take_something_off_table,5086,5136
Drink.From_cup,5261,5359
Put_something_on_table,5367,5432
Get_up,5524,5576
Take_something_off_table,5556,5695
Take_something_off_table,5695,5695
Leave,5703,5759
Enter,6186,6224
Take_something_off_table,6227,6302
Leave,6296,6333
Enter,6475,6512
Take_something_off_table,6677,6744
Leave,6731,6762
Enter,7266,7324
Take_something_off_table,7305,7358
Leave,7340,7381
Enter,7486,7527
Wipe_table,7527,7783
Leave,7831,7873
Enter,8087,8146
Put_something_on_table,8121,8164
Sit_down,8189,8263
Read,8264,11473
Take_something_off_table,9785,9823
Breakfast.Eat_at_table,9796,9868
Put_something_on_table,9858,9902
Get_up,11473,11538
Take_something_off_table,11513,11549
Leave,11547,11580
Enter,12151,12192
Put_something_on_table,12201,12228
Pour.From_bottle,12256,12339
Leave,12347,12391
Enter,12587,12628
Sit_down,12630,12694
Take_something_off_table,12766,12798
Drink.From_glass,12781,12843
Put_something_on_table,12826,12857
Read,12834,13383
Drink.From_glass,13384,13521
Read,13529,22512
