event,start_frame,end_frame
Enter,47,112
Walk,145,197
Leave,235,263
Enter,944,981
Use_Drawer,954,1022
Walk,1010,1062
Put_something_on_table,1079,1095
Pour.From_bottle,1132,1168
Pour.From_bottle,1406,1431
Walk,1472,1510
Leave,1504,1525
Use_Drawer,1618,1698
Enter,1626,1652
Walk,1716,1781
Put_something_on_table,1798,1812
Put_something_on_table,1848,1887
Walk,1913,1959
Leave,1948,1966
Enter,2113,2131
Walk,2123,2170
Pour.From_kettle,2188,2250
Take_something_off_table,2264,2286
Make_tea.Insert_tea_bag,2287,2357
Take_something_off_table,2351,2368
Walk,2386,2447
Leave,2474,2509
Enter,2633,2648
Walk,2639,2684
Walk,2850,2889
Walk,3006,3054
Read,3106,3404
Make_tea.Insert_tea_bag,3442,3507
Take_something_off_table,3505,3546
Drink.From_cup,3520,3621
Put_something_on_table,3588,3623
Take_something_off_table,3625,3647
Write,3663,4217
Read,3663,4217
Put_something_on_table,4237,4267
Take_something_off_table,4262,4288
Drink.From_cup,4280,4344
Put_something_on_table,4329,4361
Take_something_off_table,4359,4376
Read,4497,6602
Write,5067,5192
Take_something_off_table,5210,5250
Drink.From_cup,5222,5282
Put_something_on_table,5262,5307
Read,6604,9340
Write,7497,7782
Write,7980,8045
Write,8227,8297
Write,8360,8460
Write,8657,8752
Take_something_off_table,9360,9395
Drink.From_cup,9367,9437
Put_something_on_table,9415,9470
Read,9487,9800
Write,9656,9736
Read,9857,11415
Write,9948,10023
Write,10073,10173
Write,10581,10631
Write,11263,11382
Put_something_on_table,11414,11486
Walk,11753,11808
Take_something_off_table,11819,11849
Walk,11856,11914
Leave,11905,11933
Use_Drawer,12314,12371
Enter,12316,12343
Walk,12372,12410
Leave,12411,12486
Enter,12605,12669
Walk,12672,12716
Leave,12718,12755
Enter,13380,13416
Use_Drawer,13395,13479
Walk,13543,13596
Put_something_on_table,13599,13623
Pour.From_bottle,13654,13681
Walk,13767,13806
Walk,14026,14085
Take_something_off_table,14126,14146
Drink.From_cup,14134,14193
Put_something_on_table,14182,14206
Walk,14241,14293
Walk,14357,14410
Make_tea.Insert_tea_bag,14491,14562
Pour.From_kettle,14491,14562
Walk,14596,14658
Leave,14684,14719
Enter,14821,14848
Walk,14837,14886
Walk,15003,15046
Walk,15165,15214
Make_tea.Insert_tea_bag,15254,15284
Put_something_on_table,15283,15315
Take_something_off_table,15333,15352
Drink.From_cup,15335,15399
Put_something_on_table,15383,15404
Take_something_off_table,15499,15524
Drink.From_cup,15506,15576
Put_something_on_table,15559,15587
Take_something_off_table,15615,15647
Read,15734,15917
Write,15734,15810
Write,15832,15918
Put_something_on_table,15923,15942
Take_something_off_table,15947,15973
Drink.From_cup,15951,16028
Put_something_on_table,16010,16038
Take_something_off_table,16055,16067
Read,16069,16420
Write,16195,16286
Write,16419,16587
Read,16430,16585
Put_something_on_table,16597,16625
Take_something_off_table,16630,16653
Drink.From_cup,16633,16719
Put_something_on_table,16687,16723
Read,16737,16832
