event,start_frame,end_frame
Make_coffee.Get_water,0,190
Walk,0,31
Make_coffee,0,1165
Walk,150,190
Make_coffee.Pour_water,191,346
Put_something_on_table,340,376
Use_cupboard,414,492
Put_something_on_table,492,527
Make_coffee.Pour_grains,797,858
Take_something_off_table,1018,1047
Use_cupboard,1054,1152
Leave,1163,1187
Walk,1164,1179
Enter,1456,1478
Walk,1463,1497
Use_fridge,1579,1936
Walk,1985,2041
Use_Drawer,2049,2100
Leave,2087,2123
Enter,2241,2273
Walk,2251,2295
Walk,2369,2403
Walk,2512,2559
Put_something_on_table,2520,2551
Read,2673,2727
Read,2765,3100
Write,2964,3068
Walk,3105,3134
Walk,3165,3198
Take_something_off_table,3268,3305
Walk,3300,3318
Walk,3349,3478
Pour.From_kettle,3393,3491
Walk,3507,3541
Walk,3571,3630
Put_something_on_table,3587,3633
Walk,3635,3660
Walk,3692,3734
Stir_coffee/tea,4006,4100
Take_something_off_table,4119,4168
Drink.From_cup,4149,4220
Put_something_on_table,4205,4254
Take_something_off_table,4377,4406
Drink.From_cup,4390,4440
Put_something_on_table,4428,4463
Read,4562,4637
Take_something_off_table,4661,4687
Drink.From_cup,4667,4733
Put_something_on_table,4724,4753
Walk,4872,4918
Walk,4945,4981
Make_coffee,5165,7030
Take_something_off_table,5171,5213
Walk,5619,5657
Dump_in_trash,5631,5726
Walk,6021,6063
Use_cupboard,6055,6207
Put_something_on_table,6224,6255
Take_something_off_table,6249,6277
Make_coffee.Pour_water,6298,6396
Put_something_on_table,6391,6415
Make_coffee.Pour_grains,6641,6677
Take_something_off_table,6836,6855
Use_cupboard,6868,7021
Walk,7025,7067
Walk,9954,9994
Use_Drawer,10002,10049
Walk,10166,10213
Put_something_on_table,10191,10227
Take_something_off_table,10235,10259
Read,10243,10896
Put_something_on_table,10845,10887
Walk,10937,10967
Walk,10992,11021
Take_something_off_table,11047,11069
Take_something_off_table,11069,11069
Walk,11070,11090
Walk,11119,11160
Pour.From_kettle,11161,11263
Walk,11270,11309
Walk,11337,11381
Put_something_on_table,11564,11599
Walk,11608,11625
Walk,11655,11700
Take_something_off_table,11689,11708
Take_something_off_table,11805,11823
Put_something_on_table,11905,11926
Stir_coffee/tea,11938,12072
Take_something_off_table,12073,12103
Drink.From_cup,12087,12181
Put_something_on_table,12164,12195
Read,12336,12572
Take_something_off_table,12563,12585
Drink.From_cup,12571,12651
Put_something_on_table,12632,12656
Read,12661,12876
Write,12666,12770
Take_something_off_table,12869,12907
Drink.From_cup,12877,12963
Put_something_on_table,12951,12984
Read,12978,13406
Write,13223,13395
Take_something_off_table,13422,13455
Drink.From_cup,13435,13518
Put_something_on_table,13491,13528
Read,13543,14044
Write,13631,13887
Take_something_off_table,14019,14078
Drink.From_cup,14045,14141
Put_something_on_table,14102,14158
Read,14158,14795
Write,14377,14477
Write,14709,14775
Take_something_off_table,14790,14843
Drink.From_cup,14796,14898
Put_something_on_table,14886,14922
Read,14915,16045
Write,15092,15214
Write,15810,15901
Take_something_off_table,16040,16065
Drink.From_cup,16046,16117
Put_something_on_table,16103,16137
Read,16134,17069
Write,16548,17037
Take_something_off_table,17051,17090
Drink.From_cup,17070,17149
Put_something_on_table,17131,17167
Read,17202,18407
Write,17565,17654
Write,17764,17875
Write,18005,18045
Take_something_off_table,18407,18438
Drink.From_cup,18408,18500
Put_something_on_table,18485,18515
Read,18513,21603
Write,18697,18787
Write,18872,18925
Write,19187,19226
Write,19402,19465
Write,19734,19774
Write,20598,20784
Write,21063,21158
Write,21376,21408
Write,21548,21579
Take_something_off_table,21591,21619
Drink.From_cup,21611,21682
Put_something_on_table,21663,21688
Read,21708,22999
Write,21846,22170
Write,22740,22840
Write,22898,22958
Take_something_off_table,22965,23015
Drink.From_cup,23000,23048
Put_something_on_table,23043,23093
Read,23061,23614
Write,23325,23380
Take_something_off_table,23711,23734
Walk,23739,23766
Walk,23801,23838
Dump_in_trash,23885,24000
Dump_in_trash,24717,24846
Take_something_off_table,25083,25113
Clean_dishes,25660,28020
Clean_dishes.Dry_up,25721,27449
Put_something_on_table,25957,25989
Put_something_on_table,26033,26071
Put_something_on_table,26117,26147
Use_cupboard,26583,26758
Use_Drawer,26921,27042
Use_Drawer,27173,27443
Walk,27714,27768
Use_Drawer,27749,27997
Take_something_off_table,27765,27830
Take_something_off_table,27865,27907
Walk,29214,29249
Walk,29278,29328
Read,29335,33317
Write,30839,31019
Write,31223,31309
Write,31876,31929
Write,32383,32473
