event,start_frame,end_frame
Put_something_on_table,0,14
Walk,91,120
Take_something_off_table,120,146
Walk,146,193
Sit_down,190,230
Read,220,2940
Insert_tea_bag,2949,2982
Take_something_off_table,2975,3010
Drink.From_cup,2996,3075
Put_something_on_table,3062,3092
Read,3085,5415
Get_up,5415,5466
Walk,5461,5506
Take_something_off_table,5495,5512
Use_telephone,5506,5846
Walk,5650,5732
Walk,5814,5845
Put_something_on_table,5852,5882
Walk,6256,6281
Pour.From_bottle,6318,6368
Walk,6519,6553
Sit_down,6570,6623
Take_something_off_table,6612,6636
Drink.From_glass,6627,6692
Drink.From_glass,6803,6871
Put_something_on_table,6855,6876
Take_something_off_table,6933,6973
Drink.From_cup,6969,7051
Drink.From_cup,7264,7338
Drink.From_cup,7596,7668
Drink.From_cup,7888,7932
Put_something_on_table,7922,7954
Read,8020,10980
Get_up,11011,11040
Walk,11041,11072
Take_something_off_table,11081,11128
Walk,11131,11189
Put_something_on_table,11164,11205
Sit_down,11265,11298
Use_laptop,11317,14357
Get_up,14368,14389
Take_something_off_table,14375,14396
Walk,14390,14441
Put_something_on_table,14438,14458
Take_something_off_table,14473,14495
Walk,14487,14559
Put_something_on_table,14531,14557
Sit_down,14555,14597
Take_something_off_table,14591,14611
Drink.From_cup,14610,14685
Put_something_on_table,14676,14690
Read,14686,15014
Take_something_off_table,14977,14999
Drink.From_cup,14989,15064
Put_something_on_table,15042,15069
Read,15060,18100
Get_up,18117,18217
Walk,18215,18298
Walk,18343,18417
Leave,18379,18437
Enter,21179,21214
Walk,21197,21242
Use_cupboard,21248,21569
Drink.From_can,21307,21387
Drink.From_can,21442,21490
Take_something_off_table,21622,21636
Use_telephone,21643,22090
Walk,21792,21855
Sit_down,21871,21909
Get_up,22032,22065
Walk,22064,22094
Put_something_on_table,22085,22113
Walk,22163,22223
Sit_down,22224,22261
Read,22262,26260
Take_something_off_table,26242,26267
Put_something_on_table,26268,26292
Read,26290,28374
Get_up,28386,28423
Walk,28428,28452
Use_cupboard,28451,28857
Walk,28522,28576
Pour.From_bottle,28577,28613
Walk,28657,28692
Take_pills,28754,28809
Walk,28880,28921
Sit_down,28929,28975
Read,28976,29012
Take_something_off_table,29012,29023
Drink.From_glass,29022,29077
Read,29060,32980
Put_something_on_table,29070,29079
Get_up,33024,33062
Walk,33065,33098
Take_something_off_table,33099,33124
Walk,33131,33168
Put_something_on_table,33155,33182
Sit_down,33242,33321
Use_laptop,33320,36240
Take_something_off_table,36277,36306
Get_up,36277,36306
Use_telephone,36310,36349
Put_something_on_table,36350,36386
Use_telephone,36397,36440
Sit_down,36460,36508
Read,36535,41875
Get_up,41896,41943
Use_cupboard,41965,42267
Drink.From_can,42048,42095
Drink.From_can,42113,42169
Walk,42282,42323
Take_something_off_table,42316,42338
Use_telephone,42339,42831
Walk,42375,42400
Walk,42571,42660
Walk,42726,42813
Put_something_on_table,42799,42846
Walk,42856,42918
Sit_down,42916,43021
Read,43021,44303
