event,start_frame,end_frame
Enter,154,258
Walk,242,324
Take_something_off_table,340,401
Use_tablet,385,486
Put_something_on_table,489,542
Sit_down,565,596
Take_something_off_table,606,661
Read,689,2696
Take_something_off_table,2658,2728
Use_telephone,2722,3232
Get_up,2794,2836
Walk,2829,2894
Sit_down,2916,2969
Get_up,3074,3139
Sit_down,3174,3235
Use_tablet,3193,3258
Read,3357,3622
Walk,3624,3692
Drink.From_cup,3660,3768
Put_something_on_table,3728,3785
Read,3875,5535
Take_something_off_table,5537,5574
Drink.From_cup,5558,5675
Read,5666,6146
Take_something_off_table,6217,6245
Get_up,6217,6256
Put_something_on_table,6271,6311
Sit_down,6293,6326
Read,6397,11082
Take_something_off_table,11075,11160
Drink.From_cup,11118,11205
Use_tablet,11189,11242
Read,11245,15170
Get_up,15182,15233
Walk,15194,15230
Drink.From_cup,15205,15285
Use_tablet,15268,15316
Sit_down,15349,15382
Read,15535,18520
Take_something_off_table,18625,18694
Read,18692,21299
Get_up,21300,21338
Put_something_on_table,21356,21397
Sit_down,21418,21441
Read,21460,27075
