event,start_frame,end_frame
Enter,133,151
Walk,143,224
Take_something_off_table,266,287
Insert_tea_bag,295,417
Sit_down,426,455
Watch_TV,461,2517
Take_something_off_table,2665,2720
Watch_TV,2742,2929
Put_something_on_table,2851,2902
Watch_TV,2929,9742
Take_something_off_table,9701,9745
Watch_TV,9742,9867
Drink.From_cup,9867,9927
Watch_TV,9927,10713
Drink.From_cup,10172,10244
Drink.From_cup,10716,10784
Watch_TV,10798,11249
Drink.From_cup,11255,11331
Watch_TV,11335,11817
Drink.From_cup,11818,11893
Watch_TV,11900,12472
Drink.From_cup,12472,12547
Watch_TV,12561,13157
Drink.From_cup,13161,13221
Watch_TV,13222,13983
Drink.From_cup,13983,14066
Watch_TV,14066,14717
Drink.From_cup,14716,14791
Watch_TV,14729,14809
Put_something_on_table,14810,14875
Take_something_off_table,14869,14904
Watch_TV,14902,22572
Put_something_on_table,15161,15203
Take_something_off_table,16246,16288
Use_tablet,16286,17684
Put_something_on_table,17683,17727
Take_something_off_table,22564,22614
Watch_TV,22630,22722
Drink.From_cup,22633,22712
Watch_TV,22723,23025
Watch_TV,23025,23098
Drink.From_cup,23026,23090
Watch_TV,23098,23868
Drink.From_cup,23869,23930
Put_something_on_table,23928,23974
Watch_TV,23980,25146
