event,start_frame,end_frame
Enter,55,67
Walk,56,131
Use_cupboard,132,312
Use_Drawer,159,269
Walk,310,363
Leave,360,373
Enter,475,486
Walk,481,512
Use_Drawer,506,676
Use_Drawer,699,952
Put_something_on_table,957,977
Walk,979,1012
Leave,1005,1018
Enter,1165,1179
Walk,1176,1251
Take_something_off_table,1189,1207
Put_something_on_table,1221,1236
Use_fridge,1251,1617
Walk,1617,1683
Leave,1670,1690
Enter,1836,1856
Walk,1847,1891
Use_cupboard,1890,2118
Use_Drawer,1918,2093
Enter,2120,2156
Take_something_off_table,2146,2169
Get_water,2164,2305
Make_tea.Boil_water,2228,2294
Put_something_on_table,2293,2316
Take_something_off_table,2332,2360
Walk,2359,2432
Leave,2418,2438
Enter,2661,2698
Walk,2661,2697
Use_Drawer,2697,2873
Use_Drawer,2882,2915
Leave,2923,2959
Walk,2923,2945
Enter,4703,4747
Walk,4724,4765
Use_Drawer,4751,4913
Walk,4908,4943
Leave,4921,4957
