event,start_frame,end_frame
Get_up,270,320
Take_something_off_table,323,337
Sit_down,367,403
Eat_snack,407,546
Watch_TV,409,719
Read,793,1359
Eat_snack,816,875
Eat_snack,1236,1339
Get_up,1402,1433
Sit_down,1662,1697
Watch_TV,1718,3308
Drink.From_bottle,2009,2195
Eat_snack,2197,2278
Drink.From_bottle,2756,2863
Get_up,3412,3447
Sit_down,3769,3833
Watch_TV,3822,4157
Put_something_on_table,4067,4092
Get_up,4114,4143
Sit_down,4372,4404
Put_something_on_table,4409,4438
Take_something_off_table,4472,4502
Take_pills,4540,4900
Take_something_off_table,4843,4866
Drink.From_bottle,4919,5000
Drink.From_bottle,5066,5157
Put_something_on_table,5339,5376
Read,5713,6697
Get_up,6770,6818
Take_something_off_table,6881,6912
Use_telephone,6906,7522
Put_something_on_table,7511,7531
Take_something_off_table,7633,7649
Take_something_off_table,7655,7684
Take_something_off_table,7954,7974
Sit_down,8039,8083
Eat_snack,8092,8210
Watch_TV,8245,8824
Eat_snack,8630,8722
Read,8838,11117
Eat_snack,8982,9081
Eat_snack,9336,9458
Eat_snack,9808,9876
Write,11230,13517
Get_up,13768,13814
Sit_down,14656,14692
Take_pills,14710,15013
Put_something_on_table,14926,14951
Take_something_off_table,14955,14979
Drink.From_bottle,15043,15187
Drink.From_bottle,15258,15368
Put_something_on_table,15507,15542
Watch_TV,15557,16003
Get_up,16083,16130
Take_something_off_table,16141,16162
Sit_down,16617,16670
Write,16871,19697
Read,19840,20991
Read,21069,21410
Get_up,21418,21455
Take_something_off_table,21508,21531
Use_telephone,21520,21942
Put_something_on_table,21934,21963
Sit_down,22060,22115
Read,22129,22962
Read,23047,26895
