event,start_frame,end_frame
Enter,340,385
Walk,369,459
Use_cupboard,431,948
Cook,700,14920
Walk,961,1047
Cook.Cut,1205,1655
Cook.Cut,1205,1655
Walk,1660,1754
Use_Drawer,1694,1912
Walk,1917,2001
Put_something_on_table,1956,1972
Cook.Cut,2086,3266
Cook.Cut,2086,3266
Walk,3291,3580
Dump_in_trash,3378,3459
Cook.Cut,3600,4607
Cook.Cut,3600,4608
Walk,4616,4858
Dump_in_trash,4703,4755
Cook.Cut,4882,6024
Cook.Cut,4882,6024
Take_something_off_table,6103,6121
Put_something_on_table,6183,6199
Cook.Use_stove,6201,6320
Cook.Use_stove,6201,6321
Take_something_off_table,6413,6430
Walk,6446,6637
Cook.Use_oven,6649,6768
Use_cupboard,6798,7095
Take_pills,6930,7146
Take_something_off_table,7112,7126
Drink.From_cup,7147,7189
Put_something_on_table,7176,7193
Walk,7283,7312
Cook.Stir,7332,7561
Cook.Stir,7332,7562
Use_fridge,7650,7904
Put_something_on_table,7945,7964
Walk,7956,8042
Leave,8016,8061
Enter,8154,8236
Walk,8165,8259
Pour.From_bottle,8498,8690
Use_fridge,8946,9078
Take_something_off_table,9136,9150
Cook.Stir,9157,9388
Cook.Stir,9157,9387
Put_something_on_table,9393,9406
Take_something_off_table,9429,9453
Walk,9611,9683
Leave,9625,9701
Enter,13985,14071
Walk,14005,14078
Take_something_off_table,14095,14102
Cook.Stir,14106,14387
Cook.Stir,14106,14386
Put_something_on_table,14411,14431
Cook.Use_oven,14571,14773
Walk,14826,14919
Leave,14855,14944
Enter,20155,20248
Walk,20207,20297
Take_something_off_table,20304,20317
Cook,20320,20500
Cook.Stir,20327,20449
Cook.Stir,20327,20450
Put_something_on_table,20448,20460
Cook.Use_stove,20460,20512
Cook.Use_stove,20460,20513
Take_something_off_table,20530,20561
Put_something_on_table,20593,20609
Put_something_on_table,21049,21063
Drink.From_glass,21269,21360
Take_something_off_table,21270,21281
Put_something_on_table,21397,21411
Use_Drawer,21955,22341
Use_Drawer,22388,22510
Clean_dishes,22501,24826
Clean_dishes,22501,24219
Clean_dishes.Dry_up,23836,24066
Put_something_on_table,24066,24101
Clean_dishes.Dry_up,24161,24211
Use_Drawer,24243,24662
Clean_dishes.Dry_up,24685,24783
Clean_dishes,24687,24826
Put_something_on_table,24842,24856
Clean_dishes,24900,26283
Clean_dishes,24900,25645
Clean_dishes.Dry_up,24903,25092
Put_something_on_table,25088,25098
Clean_dishes.Dry_up,25124,25421
Put_something_on_table,25432,25449
Take_something_off_table,25494,25509
Clean_dishes.Dry_up,25508,25645
Use_Drawer,25678,25784
Clean_dishes,25839,26163
Clean_dishes.Dry_up,25847,26142
Use_Drawer,26171,26282
Clean_dishes.Dry_up,26365,26873
Clean_dishes,26365,26699
Clean_dishes.Dry_up,26728,26872
Use_Drawer,26729,26878
Clean_dishes,26930,27417
Clean_dishes,26930,27983
Clean_dishes.Dry_up,27143,27425
Use_Drawer,27507,27979
Use_Drawer,28035,28386
