event,start_frame,end_frame
Enter,0,121
Walk,131,169
Take_something_off_table,174,186
Leave,228,253
Enter,577,593
Put_something_on_table,586,597
Leave,789,811
Enter,1165,1182
Leave,1464,1480
Enter,2021,2036
Put_something_on_table,2173,2198
Leave,2227,2243
Enter,2582,2598
Take_something_off_table,2585,2594
Pour.From_kettle,2618,2738
Put_something_on_table,2739,2758
Walk,3054,3116
Take_something_off_table,3102,3113
Put_something_on_table,3132,3145
Put_something_on_table,3254,3269
Take_something_off_table,3332,3345
Take_something_off_table,3455,3468
Walk,3726,3773
Leave,3769,3781
Enter,4486,4502
Put_something_on_table,4492,4510
Leave,4681,4704
Enter,5252,5278
Put_something_on_table,5409,5431
Leave,5435,5458
Enter,5964,5991
Leave,6441,6475
Enter,7182,7208
Walk,7205,7262
Put_something_on_table,7349,7364
Take_something_off_table,7366,7382
Take_something_off_table,7809,7824
Put_something_on_table,7923,7943
Take_something_off_table,8007,8024
Walk,8109,8190
Leave,8184,8203
Enter,8374,8398
Walk,8389,8422
Leave,8423,8547
