event,start_frame,end_frame
Drink.From_can,6,81
Watch_TV,88,135
Drink.From_can,235,302
Watch_TV,325,452
Use_tablet,454,900
Watch_TV,681,1311
Drink.From_can,929,1008
Drink.From_can,1223,1287
Put_something_on_table,1321,1334
Get_up,1362,1378
Take_something_off_table,1418,1436
Walk,1712,1883
Use_telephone,1732,2047
Walk,2133,2446
Use_telephone,2137,3351
Sit_down,2456,2503
Get_up,2735,2775
Take_something_off_table,3369,3380
Sit_down,3370,3408
Watch_TV,3437,3509
Drink.From_can,3512,3600
Watch_TV,3606,3804
Watch_TV,3906,4071
Drink.From_can,4086,4170
Watch_TV,4176,5353
Put_something_on_table,4262,4278
Take_something_off_table,5214,5229
Drink.From_can,5350,5440
Watch_TV,5473,5593
Put_something_on_table,5616,5630
Watch_TV,5670,5741
Take_something_off_table,5784,5796
Use_glasses,5903,5917
Use_telephone,5925,7057
Use_glasses,6228,6243
Get_up,6629,6646
Walk,6669,6696
Walk,6805,6830
Walk,6913,7005
Leave,7056,7080
Enter,7184,7209
Use_telephone,7189,7751
Walk,7196,7316
Walk,7348,7402
Walk,7429,7513
Walk,7594,7652
Sit_down,7785,7823
Put_something_on_table,7840,7884
Watch_TV,7924,8863
Take_something_off_table,8669,8702
Drink.From_can,8866,8948
Watch_TV,9013,9303
Watch_TV,9393,9498
Take_something_off_table,10043,10081
Drink.From_can,10171,10248
Put_something_on_table,10331,10367
Take_something_off_table,10379,10407
Use_telephone,10420,14472
Use_glasses,10495,10528
Use_glasses,10875,10915
Put_something_on_table,14456,14488
Watch_TV,14555,18357
Take_something_off_table,18071,18102
Drink.From_can,18357,18428
Watch_TV,18429,18464
Watch_TV,18633,18777
Drink.From_can,18794,18851
Watch_TV,18852,19616
Drink.From_can,19647,19706
Watch_TV,19707,19748
Put_something_on_table,19806,19841
Watch_TV,19860,21984
Put_something_on_table,22030,22068
Watch_TV,22112,24853
Take_something_off_table,24727,24742
Put_something_on_table,24745,24763
Take_something_off_table,24855,24880
Watch_TV,24919,25003
Drink.From_can,25004,25064
Watch_TV,25093,25841
Drink.From_can,25977,26081
Put_something_on_table,26109,26141
Watch_TV,26173,27444
Take_something_off_table,27437,27457
Use_telephone,27460,30106
Put_something_on_table,30053,30095
Watch_TV,30151,32577
Watch_TV,32755,32939
Take_something_off_table,32807,32843
Drink.From_can,32940,33015
Watch_TV,33016,33223
Drink.From_can,33224,33275
Put_something_on_table,33286,33320
Watch_TV,33389,34976
