event,start_frame,end_frame
Enter,352,361
Walk,361,422
Use_Drawer,438,627
Put_something_on_table,639,672
Use_Drawer,691,719
Use_cupboard,967,1294
Put_something_on_table,1372,1407
Use_cupboard,1438,1673
Put_something_on_table,1725,1735
Use_Drawer,1813,1969
Put_something_on_table,2006,2065
Use_Drawer,2138,2415
Walk,2469,2496
Put_something_on_table,2496,2557
Use_fridge,2594,2801
Walk,2807,2824
Put_something_on_table,2838,2870
Use_fridge,2901,3115
Put_something_on_table,3115,3148
Use_fridge,3153,3299
Walk,3316,3393
Put_something_on_table,3397,3420
Put_something_on_table,3577,3614
Take_something_off_table,4193,4227
Walk,4234,4281
Take_something_off_table,4279,4289
