event,start_frame,end_frame
Enter,81,136
Walk,171,234
Make_tea,273,686
Take_something_off_table,284,294
Walk,471,493
Put_something_on_table,504,529
Make_tea.Boil_water,554,681
Walk,706,728
Take_something_off_table,746,756
Walk,757,772
Put_something_on_table,774,787
Walk,793,815
Use_cupboard,832,1032
Put_something_on_table,1045,1066
Take_something_off_table,1085,1095
Use_cupboard,1107,1191
Make_tea.Insert_tea_bag,1225,1385
Dump_in_trash,1427,1467
Walk,1474,1509
Walk,1684,1713
Take_something_off_table,1717,1727
Read,1741,5980
Put_something_on_table,1762,1779
Take_something_off_table,2977,2994
Put_something_on_table,4492,4509
Take_something_off_table,4823,4842
Put_something_on_table,5578,5598
Walk,6032,6107
Pour.From_kettle,6358,6499
Dump_in_trash,6701,6738
Use_cupboard,6765,6857
Take_pills,7011,7089
Drink.From_cup,7102,7271
Walk,7282,7361
Use_cupboard,7348,7412
Walk,7418,7505
Drink.From_cup,7520,7602
Walk,7614,7723
Use_fridge,7697,8508
Walk,8549,8620
Read,8714,9575
Drink.From_cup,8814,8912
Drink.From_cup,8930,9045
Drink.From_cup,9089,9209
Drink.From_cup,9318,9425
Walk,9589,9680
Clean_dishes,9712,9813
Clean_dishes.Put_something_in_sink,9740,9792
Walk,9806,9900
Leave,9846,9974
Enter,10508,10658
Walk,10591,10670
Make_tea.Boil_water,10793,11053
Use_cupboard,11246,11460
Make_tea.Insert_tea_bag,11482,11593
Walk,11675,11788
Read,11804,13199
Walk,13203,13330
Read,13363,17692
Walk,17694,17795
Pour.From_kettle,18388,18510
Walk,18832,19139
Use_cupboard,19127,19180
Walk,19181,19254
Take_pills,19266,19341
Drink.From_cup,19383,19448
Walk,19465,19536
Walk,19586,19652
Drink.From_cup,19683,19914
Walk,19936,20041
Use_fridge,20024,20141
Use_fridge,20336,20390
Walk,20388,20528
Eat_snack,20398,20425
Read,20526,21117
Drink.From_cup,21102,21215
Drink.From_cup,21249,21319
Read,21342,21795
Drink.From_cup,21801,21855
Walk,21881,21978
Clean_dishes,21985,22082
Clean_dishes.Put_something_in_sink,22021,22052
Walk,22181,22286
Leave,22252,22332
