event,start_frame,end_frame
Enter,101,110
Walk,105,233
Take_something_off_table,235,249
Walk,265,302
Sit_down,313,354
Use_laptop,435,1417
Get_up,1422,1436
Walk,1450,1479
Put_something_on_table,1483,1503
Walk,1536,1569
Take_something_off_table,1582,1591
Walk,1603,1613
Sit_down,1614,1641
Drink.From_can,1708,1804
Put_something_on_table,1804,1811
Get_up,1827,1846
Walk,1847,1862
Take_something_off_table,1872,1898
Sit_down,1955,1977
Read,2023,3803
Get_up,3806,3829
Walk,3830,3860
Put_something_on_table,3861,3882
Walk,3910,4024
Leave,4020,4030
Enter,4468,4482
Walk,4473,4595
Take_something_off_table,4595,4621
Walk,4623,4660
Sit_down,4664,4684
Use_laptop,4729,5204
Take_something_off_table,5205,5228
Drink.From_can,5354,5479
Put_something_on_table,5476,5499
Use_laptop,5527,5893
Get_up,5905,5930
Walk,5935,5965
Put_something_on_table,5965,6013
Walk,6022,6111
Leave,6111,6141
Enter,6840,6856
Walk,6854,6983
Take_something_off_table,6989,7018
Walk,7019,7055
Sit_down,7061,7095
Use_laptop,7209,7992
Put_something_on_table,7985,8023
Get_up,8032,8049
Take_something_off_table,8054,8069
Sit_down,8093,8112
Drink.From_can,8158,8225
Put_something_on_table,8238,8259
Use_laptop,8332,9413
Take_something_off_table,9413,9437
Drink.From_can,9438,9547
Put_something_on_table,9548,9562
Use_laptop,9603,9678
Get_up,9711,9731
Walk,9740,9765
Put_something_on_table,9764,9799
Take_something_off_table,9901,9912
Walk,9922,9959
Sit_down,9960,9990
Read,10026,21716
Get_up,21716,21733
Sit_down,21776,21801
Read,21801,27506
