event,start_frame,end_frame
Enter,50,152
Walk,158,190
Leave,286,314
Enter,1681,1698
Walk,1700,1760
Put_something_on_table,1749,1762
Read,2060,6018
Take_something_off_table,2957,2963
Put_something_on_table,3106,3111
Take_something_off_table,3269,3275
Put_something_on_table,4456,4483
Take_something_off_table,4824,4833
Put_something_on_table,5567,5577
Walk,6025,6077
Leave,6485,6513
Enter,6847,6865
Walk,6864,6889
Take_something_off_table,6904,6915
Walk,6916,6965
Put_something_on_table,6976,6998
Take_pills,7011,7074
Drink.From_cup,7097,7214
Put_something_on_table,7220,7230
Take_something_off_table,7251,7265
Walk,7277,7312
Leave,7309,7335
Enter,7404,7427
Walk,7421,7470
Take_something_off_table,7488,7501
Drink.From_cup,7505,7548
Put_something_on_table,7550,7579
Walk,7604,7649
Leave,7647,7669
Walk,8523,8569
Enter,8523,8530
Read,8634,9533
Take_something_off_table,8800,8809
Drink.From_cup,8810,8862
Drink.From_cup,8967,8994
Put_something_on_table,9006,9013
Take_something_off_table,9076,9081
Drink.From_cup,9084,9148
Drink.From_cup,9344,9367
Put_something_on_table,9540,9546
Walk,9569,9618
Leave,9619,9625
Enter,9817,9821
Walk,9820,9865
Leave,9867,9933
Enter,10474,10587
Walk,10588,10645
Leave,10696,10703
Enter,11697,11703
Walk,11703,11765
Read,11826,13191
Walk,13192,13244
Walk,13266,13312
Read,13358,17665
Take_something_off_table,14092,14157
Put_something_on_table,15411,15503
Walk,17687,17736
Leave,17736,17759
Enter,18941,18955
Walk,18950,19003
Put_something_on_table,19013,19031
Walk,19054,19089
Leave,19090,19103
Enter,19183,19193
Walk,19190,19228
Put_something_on_table,19262,19278
Take_pills,19294,19305
Take_something_off_table,19332,19347
Take_something_off_table,19372,19383
Drink.From_cup,19386,19409
Put_something_on_table,19420,19437
Walk,19451,19490
Leave,19492,19501
Enter,19569,19583
Walk,19583,19629
Take_something_off_table,19662,19679
Drink.From_cup,19681,19887
Put_something_on_table,19891,19913
Walk,19938,19977
Leave,19976,19988
Enter,20407,20421
Walk,20418,20460
Read,20541,21087
Take_something_off_table,21085,21105
Drink.From_cup,21105,21292
Put_something_on_table,21294,21317
Read,21320,21741
Take_something_off_table,21757,21775
Drink.From_cup,21776,21831
Walk,21846,21902
Leave,21901,21934
Enter,22174,22193
Walk,22190,22239
Leave,22243,22314
