event,start_frame,end_frame
Enter,85,97
Walk,86,204
Lay_down,286,388
Get_up,1308,1336
Sit_down,1348,1371
Take_something_off_table,1369,1383
Drink.From_can,1489,1574
Put_something_on_table,1573,1589
Take_something_off_table,1616,1636
Read,1637,2588
Get_up,2605,2625
Walk,2625,2712
Leave,2710,2724
Enter,3096,3106
Walk,3102,3184
Lay_down,3251,3334
Get_up,4791,4826
Sit_down,4875,4900
Take_something_off_table,4900,4925
Drink.From_can,4974,5082
Put_something_on_table,5082,5099
Take_something_off_table,5121,5141
Read,5140,6109
Put_something_on_table,6129,6134
Get_up,6134,6155
Walk,6156,6251
Leave,6237,6251
Enter,6726,6737
Walk,6731,6853
Sit_down,6920,6959
Lay_down,6978,7242
Get_up,8698,8728
Sit_down,8854,8880
Take_something_off_table,8879,8898
Drink.From_can,8945,9033
Put_something_on_table,9026,9048
Take_something_off_table,9054,9070
Read,9090,15051
Read,15632,16676
Write,16678,17960
Read,17960,18534
Write,18534,23174
Read,23173,23548
