event,start_frame,end_frame
Enter,97,195
Walk,196,226
Leave,221,243
Make_coffee,613,829
Make_coffee.Pour_water,631,790
Enter,2503,2529
Leave,2539,2559
Enter,2700,2720
Take_something_off_table,2707,2745
Leave,2753,2766
Enter,2977,3000
Walk,4961,5024
Put_something_on_table,4995,5030
Walk,5035,5051
Leave,5052,5072
Enter,6519,6529
Take_something_off_table,6529,6542
Leave,6545,6559
Enter,6965,6985
Walk,6974,7022
Put_something_on_table,7038,7082
Stir_coffee/tea,7506,7611
Drink.From_cup,7791,7857
Put_something_on_table,7866,7934
Drink.From_cup,7951,8056
Walk,8158,8206
Leave,8205,8221
Enter,9252,9284
Walk,9269,9317
Leave,9319,9388
Enter,10263,10363
Walk,10364,10403
Leave,10389,10409
Enter,10438,10457
Walk,10444,10489
Walk,10493,10513
Leave,10507,10526
Make_coffee,10758,10946
Make_coffee.Pour_water,10788,10909
Enter,11737,11780
Walk,11766,11794
Leave,11789,11804
Enter,12199,12228
Walk,12630,12653
Take_something_off_table,12655,12685
Leave,12692,12712
Enter,12845,12863
Put_something_on_table,12862,12893
Leave,12915,12931
Enter,12941,12959
Walk,14595,14669
Leave,14679,14697
Enter,14947,14968
Walk,14954,15005
Put_something_on_table,15009,15048
Stir_coffee/tea,15280,15376
Drink.From_cup,15433,15762
Put_something_on_table,15779,15837
Walk,15880,15920
Leave,15924,15940
Enter,16843,16861
Walk,16857,16918
Take_something_off_table,16927,16945
Drink.From_cup,16952,17081
Walk,17041,17107
Leave,17104,17123
Enter,17555,17579
Walk,17567,17612
Leave,17616,17756
