event,start_frame,end_frame
Get_up,157,190
Take_something_off_table,198,230
Sit_down,318,365
Get_up,469,497
Take_something_off_table,527,560
Sit_down,685,706
Use_laptop,731,1167
Get_up,1201,1226
Take_pills,1527,1589
Take_something_off_table,1661,1676
Sit_down,1669,1686
Drink.From_bottle,1708,1789
Put_something_on_table,1874,1910
Get_up,2056,2082
Leave,2183,2271
Enter,2631,2752
Sit_down,2869,2914
Take_something_off_table,2920,2931
Use_glasses,2947,2969
Take_something_off_table,2979,2995
Read,3053,4281
Put_something_on_table,4312,4339
Get_up,4360,4383
Take_something_off_table,4394,4436
Use_telephone,4412,4888
Sit_down,4487,4512
Get_up,4803,4829
Put_something_on_table,4852,4896
Take_pills,5029,5137
Sit_down,5234,5262
Take_something_off_table,5237,5262
Drink.From_bottle,5293,5367
Get_up,5586,5616
Sit_down,6413,6440
Take_something_off_table,6441,6463
Drink.From_can,6505,6606
Put_something_on_table,6602,6624
Get_up,6721,6760
Sit_down,6922,6947
Get_up,7456,7492
Sit_down,7683,7725
Take_something_off_table,7763,7785
Read,7948,11063
Take_something_off_table,11099,11119
Drink.From_can,11131,11276
Put_something_on_table,11270,11292
Get_up,11780,11827
Sit_down,11972,12011
Use_laptop,12031,12444
Get_up,12480,12518
Sit_down,12936,12966
Take_something_off_table,12943,12961
Drink.From_bottle,12987,13084
Put_something_on_table,13232,13261
Get_up,13629,13657
Take_something_off_table,13687,13707
Use_telephone,13691,13983
Put_something_on_table,13958,13990
Sit_down,14058,14101
Take_something_off_table,14114,14136
Use_glasses,14138,14167
Take_something_off_table,14181,14219
Read,14289,17615
Take_something_off_table,17778,17800
Drink.From_cup,17797,17903
Put_something_on_table,17860,17886
Get_up,18033,18067
Use_laptop,18258,18675
Get_up,18700,18725
Sit_down,18942,18974
Take_something_off_table,19012,19020
Drink.From_cup,19020,19090
Put_something_on_table,19064,19086
Get_up,19149,19177
Sit_down,19509,19547
Take_something_off_table,19560,19576
Pour.From_bottle,19615,19650
Put_something_on_table,19700,19727
Drink.From_cup,19742,19814
Put_something_on_table,19794,19818
Take_something_off_table,20152,20194
Read,20304,24130
Put_something_on_table,24127,24145
Get_up,24216,24239
Sit_down,24386,24407
Use_laptop,24443,24877
Get_up,24923,24956
Sit_down,25153,25176
Take_something_off_table,25191,25213
Drink.From_can,25244,25321
Put_something_on_table,25343,25363
Drink.From_bottle,25739,25824
Put_something_on_table,25901,25925
