event,start_frame,end_frame
Put_something_on_table,90,114
Get_up,136,169
Walk,174,204
Use_cupboard,214,390
Walk,396,420
Put_something_on_table,449,483
Sit_down,520,552
Use_laptop,585,1101
Take_something_off_table,634,652
Use_glasses,665,720
Get_up,1115,1155
Take_something_off_table,1125,1150
Walk,1162,1199
Use_cupboard,1205,1370
Walk,1403,1434
Sit_down,1442,1462
Drink.From_can,1481,1570
Put_something_on_table,1569,1598
Take_something_off_table,1712,1725
Drink.From_can,1719,1781
Put_something_on_table,1774,1803
Take_something_off_table,2002,2010
Drink.From_can,2011,2073
Put_something_on_table,2069,2089
Get_up,2183,2219
Walk,2226,2264
Use_cupboard,2261,2358
Take_pills,2357,2552
Use_cupboard,2543,2669
Walk,2701,2740
Sit_down,2750,2782
Drink.From_bottle,2827,2909
Put_something_on_table,2898,2920
Take_something_off_table,3053,3068
Drink.From_bottle,3058,3130
Put_something_on_table,3121,3141
Take_something_off_table,3203,3214
Put_something_on_table,3228,3253
Get_up,3479,3518
Walk,3519,3555
Take_something_off_table,3558,3580
Use_telephone,3565,4131
Walk,3600,3691
Sit_down,3692,3722
Get_up,4138,4177
Put_something_on_table,4210,4233
Use_cupboard,4284,4428
Sit_down,4512,4538
Put_something_on_table,4520,4562
Use_laptop,4663,5205
Take_something_off_table,5233,5265
Get_up,5280,5307
Walk,5311,5345
Use_cupboard,5346,5483
Walk,5511,5562
Sit_down,5561,5601
Take_something_off_table,5608,5632
Drink.From_can,5632,5708
Put_something_on_table,5703,5723
Take_something_off_table,5941,5950
Drink.From_can,5949,6008
Put_something_on_table,6001,6026
Get_up,6213,6238
Walk,6245,6273
Take_something_off_table,6271,6285
Use_telephone,6307,6676
Walk,6422,6446
Sit_down,6468,6504
Get_up,6662,6698
Walk,6701,6749
Put_something_on_table,6703,6743
Sit_down,6850,6886
Take_something_off_table,6918,6929
Drink.From_bottle,6943,7007
Put_something_on_table,7074,7095
Get_up,7158,7187
Walk,7192,7212
Use_cupboard,7225,7313
Take_pills,7277,7524
Walk,7601,7643
Sit_down,7648,7675
Take_something_off_table,7668,7686
Drink.From_bottle,7696,7777
Put_something_on_table,7824,7849
Take_something_off_table,8092,8110
Drink.From_bottle,8126,8200
Put_something_on_table,8276,8300
Write,8452,9506
Read,8452,9506
Get_up,9536,9568
Walk,9571,9612
Use_cupboard,9614,9750
Walk,9769,9846
Put_something_on_table,9841,9869
Sit_down,9849,9896
Use_laptop,9951,10434
Take_something_off_table,10463,10490
Get_up,10507,10532
Walk,10537,10843
Use_cupboard,10559,10705
Get_up,10849,10886
Read,10969,19071
Write,10969,19071
Take_something_off_table,19065,19083
Drink.From_bottle,19073,19164
Put_something_on_table,19168,19246
Read,19313,29654
Write,19313,29654
