event,start_frame,end_frame
Take_something_off_table,395,420
Drink.From_cup,411,567
Put_something_on_table,507,565
Use_glasses,687,727
Take_something_off_table,742,785
Read,817,1800
Put_something_on_table,1797,1832
Take_something_off_table,1950,1977
Drink.From_cup,1979,2143
Put_something_on_table,2095,2140
Get_up,2214,2237
Take_something_off_table,2265,2295
Use_telephone,2317,2902
Sit_down,2516,2554
Get_up,2838,2867
Put_something_on_table,2880,2903
Sit_down,2927,2983
Take_something_off_table,3190,3208
Drink.From_cup,3200,3337
Put_something_on_table,3300,3335
Use_glasses,3394,3424
Take_something_off_table,3428,3455
Read,3506,4483
Sit_down,4962,5008
Read,5021,8258
Write,5021,8258
Take_something_off_table,7318,7343
Drink.From_cup,7348,7468
Put_something_on_table,7434,7467
Get_up,8322,8348
Take_something_off_table,8372,8399
Use_telephone,8412,9128
Sit_down,8480,8514
Get_up,9071,9095
Put_something_on_table,9112,9139
Sit_down,9210,9245
Read,9256,14930
Put_something_on_table,14930,14967
Take_something_off_table,14980,14995
Drink.From_cup,14994,15200
Put_something_on_table,15156,15198
Get_up,15254,15280
Take_something_off_table,15303,15323
Sit_down,15335,15357
Use_telephone,15415,15925
Get_up,15849,15875
Put_something_on_table,15892,15925
Sit_down,16281,16328
Take_something_off_table,16350,16377
Read,16485,22125
Get_up,22162,22193
Take_something_off_table,22207,22242
Use_telephone,22242,22893
Sit_down,22335,22375
Get_up,22780,22824
Put_something_on_table,22838,22881
Sit_down,22954,22993
Take_something_off_table,22998,23011
Drink.From_cup,23010,23118
Put_something_on_table,23091,23116
Read,23258,27257
Put_something_on_table,27260,27287
Take_something_off_table,27300,27317
Drink.From_cup,27313,27442
Put_something_on_table,27407,27432
Get_up,27500,27532
Take_something_off_table,27546,27561
Use_telephone,27552,28119
Sit_down,27647,27677
Get_up,28046,28081
Put_something_on_table,28095,28120
Take_something_off_table,28190,28215
Sit_down,28196,28229
Read,28316,28815
Write,28316,28815
