event,start_frame,end_frame
Enter,13,121
Sit_down,234,261
Lay_down,461,576
Get_up,1042,1073
Use_laptop,1329,2061
Sit_down,2322,2378
Lay_down,2379,2449
Get_up,3495,3526
Leave,3664,3748
Enter,4196,4306
Sit_down,4587,4622
Use_laptop,4644,5250
Get_up,5267,5285
Sit_down,5495,5524
Lay_down,5525,5603
Get_up,6780,6835
Leave,6950,7030
Enter,8464,8542
Use_laptop,8886,9347
Get_up,9408,9437
Sit_down,9636,9662
Lay_down,9699,9820
Get_up,11264,11298
Sit_down,11460,11508
Use_laptop,11536,12043
Leave,12431,12508
Enter,12838,12945
Sit_down,13087,13132
Lay_down,13373,13451
Get_up,14414,14445
Sit_down,14593,14645
Use_laptop,14717,15254
Get_up,15290,15321
Sit_down,15513,15549
Get_up,16506,16546
Leave,16671,16744
Enter,17465,17591
Sit_down,17712,17757
Lay_down,18062,18123
Get_up,19598,19630
Sit_down,19808,19835
Use_laptop,19884,20931
Get_up,20964,20998
Sit_down,21220,21270
Lay_down,22314,22371
Get_up,24701,24725
Sit_down,24896,24938
Use_laptop,24950,25680
Get_up,25735,25777
Sit_down,25993,26038
Lay_down,26579,26654
Get_up,30632,30665
Sit_down,30828,30864
Use_laptop,30908,31069
