event,start_frame,end_frame
Get_up,182,226
Take_something_off_table,223,254
Put_something_on_table,427,472
Sit_down,511,549
Watch_TV,564,964
Get_up,978,996
Walk,997,1076
Take_something_off_table,1058,1076
Take_pills,1107,1360
Put_something_on_table,1338,1370
Take_something_off_table,1503,1538
Pour.From_bottle,1566,1635
Put_something_on_table,1625,1656
Take_something_off_table,1760,1769
Drink.From_cup,1768,1965
Put_something_on_table,1943,1969
Watch_TV,2041,3260
Take_something_off_table,3245,3262
Drink.From_cup,3261,3410
Put_something_on_table,3398,3420
Watch_TV,3519,8608
Get_up,8609,8646
Walk,8647,8697
Take_something_off_table,8705,8730
Take_pills,8743,8995
Put_something_on_table,8949,8998
Walk,9002,9060
Sit_down,9080,9121
Take_something_off_table,9083,9100
Pour.From_bottle,9152,9207
Put_something_on_table,9273,9302
Take_something_off_table,9316,9325
Drink.From_cup,9327,9521
Put_something_on_table,9512,9530
Watch_TV,9597,11105
Take_something_off_table,11184,11213
Pour.From_bottle,11294,11380
Put_something_on_table,11441,11483
Take_something_off_table,11505,11521
Drink.From_cup,11530,11683
Drink.From_cup,11754,11835
Drink.From_cup,11884,11953
Drink.From_cup,12015,12091
Drink.From_cup,12192,12321
Put_something_on_table,12318,12340
Watch_TV,12421,12876
Get_up,12914,12943
Take_something_off_table,12966,12991
Watch_TV,12994,13243
Put_something_on_table,13272,13305
Walk,13307,13330
Take_something_off_table,13366,13384
Take_pills,13371,13662
Put_something_on_table,13656,13696
Walk,13719,13798
Take_something_off_table,13797,13813
Sit_down,13799,13820
Pour.From_bottle,13850,13939
Put_something_on_table,14006,14028
Take_something_off_table,14045,14060
Drink.From_cup,14053,14156
Drink.From_cup,14311,14386
Drink.From_cup,14473,14566
Put_something_on_table,14564,14595
Watch_TV,14717,15912
Take_something_off_table,15918,15943
Pour.From_bottle,16002,16077
Put_something_on_table,16140,16162
Take_something_off_table,16179,16194
Drink.From_cup,16185,16317
Drink.From_cup,16347,16511
Put_something_on_table,16517,16533
Watch_TV,16566,17446
Get_up,17454,17484
Take_something_off_table,17510,17534
Sit_down,17568,17593
Watch_TV,17714,18050
Get_up,18058,18089
Put_something_on_table,18100,18127
Take_something_off_table,18172,18212
Take_pills,18207,18482
Put_something_on_table,18430,18464
Sit_down,18552,18591
Take_something_off_table,18584,18606
Pour.From_bottle,18671,18715
Put_something_on_table,18814,18834
Take_something_off_table,18840,18856
Drink.From_cup,18850,18945
Drink.From_cup,19006,19098
Put_something_on_table,19090,19112
Watch_TV,19173,21354
Take_something_off_table,21367,21392
Pour.From_bottle,21463,21538
Put_something_on_table,21595,21619
Take_something_off_table,21628,21650
Drink.From_cup,21654,21723
Watch_TV,21670,24352
Drink.From_cup,21788,21882
Drink.From_cup,22028,22114
Drink.From_cup,22206,22279
Drink.From_cup,22454,22569
Put_something_on_table,22658,22694
Get_up,24353,24377
Take_something_off_table,24401,24425
Watch_TV,24428,24606
Put_something_on_table,24607,24629
Take_something_off_table,24696,24714
Take_pills,24705,24949
Put_something_on_table,24897,24942
Walk,24950,25032
Sit_down,25033,25094
Take_something_off_table,25099,25120
Pour.From_bottle,25187,25269
Put_something_on_table,25298,25327
Take_something_off_table,25386,25404
Drink.From_cup,25402,25478
Drink.From_cup,25492,25571
Put_something_on_table,25563,25583
Watch_TV,25692,29046
