event,start_frame,end_frame
Get_up,113,149
Sit_down,222,246
Read,335,1698
Get_up,1711,1736
Take_something_off_table,1845,1882
Sit_down,1937,1969
Use_laptop,2013,2447
Get_up,2500,2530
Put_something_on_table,2578,2618
Sit_down,2727,2766
Watch_TV,2754,3241
Take_something_off_table,2785,2797
Drink.From_can,2832,2968
Put_something_on_table,2941,2991
Get_up,3242,3275
Take_something_off_table,3348,3371
Take_pills,3364,3528
Put_something_on_table,3413,3439
Sit_down,3609,3643
Take_something_off_table,3616,3653
Pour.From_bottle,3694,3814
Put_something_on_table,3770,3794
Take_something_off_table,3808,3815
Drink.From_cup,3815,3923
Put_something_on_table,3895,3920
Get_up,3936,3980
Sit_down,4070,4094
Read,4208,6223
Get_up,6242,6282
Take_something_off_table,6382,6416
Sit_down,6485,6510
Use_laptop,6549,7127
Get_up,7162,7188
Put_something_on_table,7250,7298
Sit_down,7377,7403
Take_something_off_table,7416,7430
Drink.From_can,7442,7622
Put_something_on_table,7574,7616
Watch_TV,7739,7908
Get_up,7909,7935
Take_something_off_table,7961,7993
Sit_down,8021,8047
Read,8076,10797
Get_up,10802,10833
Put_something_on_table,10873,10911
Take_something_off_table,10957,10979
Sit_down,11056,11074
Use_laptop,11109,11821
Get_up,11840,11878
Put_something_on_table,11941,12002
Sit_down,12073,12100
Take_something_off_table,12140,12161
Take_something_off_table,12226,12231
Drink.From_cup,12232,12315
Put_something_on_table,12313,12337
Watch_TV,12402,12864
Take_something_off_table,12947,12965
Pour.From_can,12951,13010
Put_something_on_table,12983,13005
Take_something_off_table,13016,13031
Drink.From_cup,13024,13114
Put_something_on_table,13097,13121
Get_up,13243,13281
Take_something_off_table,13333,13352
Take_pills,13338,13525
Put_something_on_table,13426,13462
Take_something_off_table,13603,13623
Sit_down,13616,13636
Drink.From_bottle,13656,13751
Watch_TV,13751,14386
Put_something_on_table,13825,13851
Get_up,14383,14410
Take_something_off_table,14452,14469
Watch_TV,14468,14592
Put_something_on_table,14594,14618
Sit_down,14701,14720
Take_something_off_table,14766,14782
Use_glasses,14783,14824
Take_something_off_table,14862,14884
Read,14903,19337
Put_something_on_table,19294,19335
Take_something_off_table,19415,19449
Pour.From_can,19432,19566
Put_something_on_table,19550,19570
Take_something_off_table,19598,19609
Drink.From_cup,19608,19689
Put_something_on_table,19664,19687
Get_up,19706,19729
Take_something_off_table,19793,19821
Sit_down,19886,19910
Use_laptop,19935,20669
Get_up,20735,20753
Put_something_on_table,20816,20863
Sit_down,20953,20997
Watch_TV,21006,21287
Take_something_off_table,21239,21259
Use_glasses,21286,21314
Take_something_off_table,21317,21341
Read,21367,24349
Put_something_on_table,24341,24382
Get_up,24413,24431
Take_something_off_table,24487,24511
Take_pills,24502,24692
Put_something_on_table,24591,24624
Sit_down,24789,24814
Take_something_off_table,24792,24801
Drink.From_bottle,24851,24969
Watch_TV,25017,25731
Put_something_on_table,25327,25360
Take_something_off_table,25683,25708
Use_glasses,25709,25741
Take_something_off_table,25759,25787
Read,25802,27554
Put_something_on_table,27550,27571
Get_up,27597,27626
Take_something_off_table,27635,27681
Use_telephone,27677,28294
Sit_down,27749,27775
Get_up,28147,28180
Put_something_on_table,28231,28268
Take_something_off_table,28313,28343
Sit_down,28406,28438
Use_laptop,28453,28884
Get_up,28911,28934
Put_something_on_table,28990,29023
Sit_down,29120,29146
Take_something_off_table,29151,29169
Drink.From_can,29205,29274
Put_something_on_table,29304,29321
