event,start_frame,end_frame
Walk,0,115
Use_fridge,111,256
Put_something_on_table,292,299
Walk,612,649
Cook,800,17040
Use_Drawer,805,825
Walk,965,986
Use_Drawer,1058,1105
Use_Drawer,1142,1199
Use_Drawer,1364,1480
Take_something_off_table,1590,1612
Walk,1625,1719
Put_something_on_table,1700,1713
Put_something_on_table,1759,1771
Cook.Cut,1894,2714
Cook.Cut,2837,2848
Walk,2861,2944
Walk,3044,3124
Cook.Cut,3400,5360
Take_something_off_table,5494,5514
Walk,5516,5588
Put_something_on_table,5569,5590
Walk,5604,5622
Dump_in_trash,5616,5705
Walk,5701,5730
Walk,5903,5947
Put_something_on_table,6039,6080
Put_something_on_table,6220,6251
Cook.Use_stove,6328,6364
Take_something_off_table,6414,6438
Put_something_on_table,6567,6589
Take_something_off_table,6591,6604
Take_something_off_table,6630,6660
Make_tea.Boil_water,6646,7193
Walk,6666,6699
Walk,7041,7081
Put_something_on_table,7066,7084
Use_cupboard,7220,7413
Use_Drawer,7317,7354
Cook.Use_oven,7569,7995
Use_Drawer,8098,8204
Cook.Stir,8329,8428
Put_something_on_table,8439,8468
Walk,8473,8494
Cook.Use_oven,8504,8647
Walk,8668,8681
Use_cupboard,8757,8872
Cook.Use_stove,8961,9041
Take_something_off_table,9069,9096
Cook.Stir,9092,9177
Put_something_on_table,9193,9216
Walk,9216,9251
Cook.Use_oven,9275,9409
Walk,9482,9513
Put_something_on_table,9544,9567
Take_something_off_table,9627,9644
Pour.From_kettle,9647,9706
Put_something_on_table,9698,9724
Make_tea.Insert_tea_bag,9757,9854
Take_something_off_table,9857,9875
Cook.Stir,9900,9982
Put_something_on_table,9995,10009
Walk,10017,10055
Cook.Use_oven,10088,10266
Make_tea.Insert_tea_bag,10337,10514
Cook.Use_oven,10777,10954
Cook.Use_oven,11036,11075
Walk,11290,11339
Take_something_off_table,11317,11337
Cook.Stir,11341,11450
Put_something_on_table,11455,11475
Walk,11476,11525
Take_something_off_table,11486,11505
Cook.Use_oven,11810,11992
Take_something_off_table,12140,12164
Cook.Stir,12188,12390
Put_something_on_table,12390,12412
Cook.Use_stove,12465,12659
Walk,12689,12729
Cook.Use_oven,12746,12915
Take_something_off_table,12949,12967
Walk,12970,13037
Use_cupboard,13008,13028
Walk,13056,13116
Dump_in_trash,13117,13211
Walk,13216,13262
Cook.Use_oven,13515,13707
Take_something_off_table,14292,14316
Cook.Stir,14321,14441
Put_something_on_table,14434,14463
Walk,14466,14486
Cook.Use_oven,14521,14743
Use_cupboard,15044,15151
Put_something_on_table,15146,15177
Take_pills,15152,15367
Drink.From_can,15368,15409
Drink.From_can,15441,15503
Take_something_off_table,15524,15549
Use_cupboard,15565,15681
Cook.Use_oven,15713,15864
Walk,15882,15932
Take_something_off_table,15935,15962
Walk,15970,16021
Put_something_on_table,15986,16011
Walk,16396,16407
Take_something_off_table,16407,16423
Drink.From_cup,16423,16522
Drink.From_cup,16547,16632
Put_something_on_table,16624,16677
Walk,16720,16872
Cook.Use_oven,16873,16976
Use_cupboard,16983,17137
Take_pills,17124,17630
Put_something_on_table,17144,17164
Walk,17166,17192
Walk,17223,17250
Put_something_on_table,17235,17249
Take_something_off_table,17633,17649
Drink.From_bottle,17678,17732
Put_something_on_table,17826,17847
Take_something_off_table,17889,17911
Use_cupboard,17929,18079
Walk,18128,18208
Take_something_off_table,18236,18253
Walk,18254,18322
Walk,18406,18445
Put_something_on_table,18430,18444
Walk,18530,18585
Take_something_off_table,18586,18596
Drink.From_cup,18600,18656
Put_something_on_table,18655,18676
Take_something_off_table,19056,19068
Drink.From_cup,19062,19154
Put_something_on_table,19146,19168
Take_something_off_table,19681,19696
Drink.From_cup,19695,19768
Put_something_on_table,19769,19784
Take_something_off_table,20474,20488
Drink.From_cup,20489,20566
Put_something_on_table,20561,20588
Take_something_off_table,21045,21056
Drink.From_cup,21055,21116
Put_something_on_table,21119,21137
Walk,21170,21201
Walk,21234,21260
Use_cupboard,21265,21400
Take_pills,21346,21563
Put_something_on_table,21410,21429
Take_something_off_table,21550,21565
Drink.From_bottle,21596,21659
Drink.From_bottle,21681,21725
Take_something_off_table,21785,21825
Use_cupboard,21840,22006
Walk,22008,22122
Take_something_off_table,22145,22156
Drink.From_cup,22155,22224
Put_something_on_table,22216,22236
Take_something_off_table,22371,22387
Drink.From_cup,22390,22481
Put_something_on_table,22472,22486
Walk,22499,22534
