event,start_frame,end_frame
Enter,24,139
Walk,142,180
Leave,176,192
Enter,4490,4515
Walk,4515,4581
Put_something_on_table,4606,4628
Use_telephone,4717,4863
Take_something_off_table,5071,5091
Take_something_off_table,5443,5452
Put_something_on_table,5504,5515
Put_something_on_table,5694,5704
Take_something_off_table,6023,6037
Put_something_on_table,6084,6098
Take_something_off_table,6356,6371
Put_something_on_table,6442,6453
Take_something_off_table,6879,6896
Walk,6972,7029
Leave,7024,7036
Enter,7202,7216
Walk,7203,7261
Leave,7259,7273
