event,start_frame,end_frame
Get_up,31,55
Walk,57,95
Use_cupboard,110,228
Walk,284,316
Put_something_on_table,316,341
Walk,363,390
Take_something_off_table,428,439
Walk,453,503
Put_something_on_table,492,502
Sit_down,504,541
Read,560,4642
Write,560,4642
Take_something_off_table,4618,4641
Put_something_on_table,4652,4674
Take_something_off_table,4733,4753
Pour.From_bottle,4803,4856
Put_something_on_table,4950,4962
Take_something_off_table,4979,4987
Take_pills,5002,5105
Put_something_on_table,5032,5049
Take_something_off_table,5100,5109
Drink.From_cup,5110,5172
Put_something_on_table,5163,5179
Take_something_off_table,5240,5255
Drink.From_cup,5253,5316
Put_something_on_table,5314,5322
Take_something_off_table,5361,5376
Drink.From_cup,5372,5420
Put_something_on_table,5414,5430
Take_something_off_table,5560,5571
Get_up,5573,5600
Walk,5598,5619
Use_cupboard,5635,5693
Walk,5714,5753
Take_something_off_table,5793,5803
Put_something_on_table,5820,5831
Sit_down,5829,5866
Read,5910,7521
Take_something_off_table,7516,7539
Put_something_on_table,7539,7552
Read,8551,8631
Eat_snack,8553,8638
Eat_snack,8862,8902
Read,9324,10350
Take_something_off_table,10341,10354
Drink.From_cup,10344,10425
Read,10457,10613
Drink.From_cup,10610,10678
Read,10672,11940
Put_something_on_table,10676,10686
Take_something_off_table,11929,11944
Drink.From_cup,11943,12018
Read,12021,16174
Put_something_on_table,12036,12060
Read,16508,17596
Take_something_off_table,17629,17646
Drink.From_cup,17653,17723
Put_something_on_table,17718,17731
Get_up,17768,17796
Walk,17800,17845
Take_something_off_table,17880,17891
Walk,17902,17930
Sit_down,17932,17966
Put_something_on_table,18183,18200
Read,18223,18371
