event,start_frame,end_frame
Enter,180,191
Walk,183,213
Walk,256,320
Sit_down,322,352
Use_tablet,401,413
Watch_TV,428,915
Use_tablet,1110,1249
Watch_TV,1316,1384
Drink.From_cup,1688,1768
Watch_TV,1774,5411
Drink.From_cup,2216,2297
Drink.From_cup,3109,3195
Drink.From_cup,4633,4708
Drink.From_cup,5338,5419
Watch_TV,5471,5890
Watch_TV,6034,8242
Get_up,8242,8277
Walk,8282,8318
Use_telephone,8353,8535
Walk,8685,8756
Sit_down,8757,8788
Read,9154,11176
Watch_TV,11172,14655
Watch_TV,14750,17996
Use_tablet,18035,20238
Watch_TV,20241,20365
Read,20365,22159
Use_tablet,22217,22412
Watch_TV,22434,22648
Read,22649,25816
Use_tablet,25845,26523
Watch_TV,26597,29826
