event,start_frame,end_frame
Get_up,190,218
Walk,228,447
Leave,448,538
Enter,1020,1185
Walk,1149,1326
Sit_down,1327,1349
Get_up,1427,1445
Walk,1448,1488
Use_telephone,1524,2413
Sit_down,1585,1609
Get_up,2258,2280
Walk,2301,2433
Walk,2583,2709
Use_telephone,2592,2747
Walk,2789,2823
Walk,3073,3179
Sit_down,3180,3204
Read,3431,6848
Get_up,6970,6994
Walk,7001,7051
Walk,7231,7405
Leave,7406,7491
Enter,8633,8737
Walk,8737,8834
Walk,8894,8955
Sit_down,8952,8979
Watch_TV,8983,9827
Use_telephone,9976,10743
Watch_TV,10781,13890
Use_telephone,13959,14241
Get_up,14247,14277
Use_telephone,14290,14367
Walk,14547,14659
Walk,14715,14768
Leave,14773,14852
Enter,16326,16448
Walk,16464,16579
Walk,16646,16704
Walk,16740,16805
Walk,16969,17058
Sit_down,17056,17082
Get_up,17117,17140
Walk,17148,17314
Sit_down,17315,17333
Read,17484,18949
Get_up,19562,19589
Walk,19593,19790
Sit_down,19787,19815
Read,19877,19978
Take_something_off_table,20017,20023
Drink.From_cup,20024,20095
Put_something_on_table,20093,20121
Get_up,20258,20283
Walk,20293,20346
Walk,20472,20703
Leave,20716,20789
Enter,21555,21664
Use_telephone,21564,21758
Walk,21676,21812
Sit_down,21926,21948
Take_something_off_table,22169,22215
Put_something_on_table,22234,22273
Use_laptop,22270,22364
Read,22576,27968
Get_up,28052,28076
Walk,28083,28136
Walk,28197,28275
Leave,28291,28366
Enter,30370,30475
Walk,30475,30572
Sit_down,30570,30593
Take_something_off_table,30672,30689
Drink.From_cup,30684,30743
Put_something_on_table,30740,30762
Use_laptop,30848,31085
Read,31172,31497
