event,start_frame,end_frame
Get_up,62,116
Take_pills,242,299
Take_something_off_table,430,447
Put_something_on_table,595,630
Use_telephone,1034,1073
Use_telephone,1303,1317
Use_telephone,1336,1432
Use_telephone,1615,1698
Put_something_on_table,2090,2139
Use_laptop,2346,3628
Sit_down,2411,2447
Use_laptop,3836,4020
Get_up,4064,4083
Take_something_off_table,4090,4117
Take_pills,4365,4569
Take_something_off_table,4564,4588
Drink.From_bottle,4609,4680
Put_something_on_table,4690,4714
Sit_down,4742,4772
Get_up,5190,5213
Sit_down,6226,6245
Use_glasses,6315,6355
Read,6403,10782
Get_up,10801,10834
Put_something_on_table,11063,11088
Take_something_off_table,11084,11099
Drink.From_cup,11101,11173
Put_something_on_table,11365,11398
Use_telephone,11612,11872
Use_telephone,11929,12061
Use_glasses,12164,12193
Sit_down,12215,12255
Read,12316,20616
Take_something_off_table,16321,16330
Drink.From_cup,16332,16390
Put_something_on_table,16383,16399
Take_something_off_table,20631,20639
Drink.From_cup,20635,20678
Put_something_on_table,20672,20684
Get_up,20708,20747
Sit_down,22181,22213
Use_telephone,22375,23445
Use_glasses,23701,23753
Read,23792,27107
Take_something_off_table,23824,23844
Drink.From_cup,23840,23909
Put_something_on_table,23896,23920
Take_something_off_table,24189,24225
