event,start_frame,end_frame
Walk,138,167
Walk,203,278
Sit_down,279,312
Take_something_off_table,308,317
Put_something_on_table,327,353
Take_something_off_table,383,402
Put_something_on_table,417,427
Get_up,419,434
Sit_down,447,453
Get_up,468,481
Take_something_off_table,491,503
Sit_down,526,533
Put_something_on_table,667,690
Take_something_off_table,691,704
Drink.From_cup,700,769
Put_something_on_table,764,781
Get_up,849,871
Walk,872,890
Take_something_off_table,885,902
Use_telephone,932,1149
Sit_down,965,979
Get_up,1150,1168
Put_something_on_table,1187,1213
Sit_down,1253,1274
Take_something_off_table,1256,1265
Use_glasses,1266,1307
Take_something_off_table,1318,1336
Read,1365,2080
Take_something_off_table,2098,2116
Drink.From_cup,2109,2187
Put_something_on_table,2182,2194
Read,2240,3098
Take_something_off_table,3127,3136
Drink.From_cup,3133,3215
Put_something_on_table,3209,3222
Take_something_off_table,3231,3244
Watch_TV,3246,3469
Put_something_on_table,3573,3596
Read,3651,5102
Watch_TV,5619,5726
Get_up,5886,5904
Walk,5906,5947
Take_something_off_table,5936,5955
Use_telephone,5989,6186
Use_telephone,6247,6730
Sit_down,6483,6503
Get_up,6679,6701
Put_something_on_table,6728,6749
Sit_down,6806,6824
Watch_TV,6827,7145
Use_glasses,7219,7248
Read,7282,9648
Get_up,9720,9738
Walk,9738,9805
Take_something_off_table,9801,9824
Walk,9851,9898
Sit_down,9899,9925
Use_laptop,10205,12533
Get_up,12679,12700
Walk,12703,12732
Take_something_off_table,12732,12743
Sit_down,12790,12808
Use_telephone,12837,13658
Use_laptop,12937,13647
Take_something_off_table,13906,13926
Pour.From_bottle,13965,14078
Put_something_on_table,14127,14145
Take_something_off_table,14149,14162
Watch_TV,14168,14668
Take_something_off_table,14692,14700
Drink.From_cup,14698,14817
Put_something_on_table,14790,14819
Read,14896,17761
Put_something_on_table,17845,17882
Lay_down,18088,18134
Read,18135,22812
Put_something_on_table,23008,23037
Get_up,23055,23078
Watch_TV,23108,23131
Sit_down,23182,23204
Watch_TV,23202,23469
Take_something_off_table,23417,23436
Pour.From_bottle,23466,23525
Put_something_on_table,23568,23591
Take_something_off_table,23612,23622
Drink.From_cup,23618,23738
Watch_TV,23748,24915
Drink.From_cup,24197,24316
Drink.From_cup,24693,24795
Put_something_on_table,24867,24894
Take_something_off_table,24906,24918
Pour.From_bottle,24925,25049
Put_something_on_table,25040,25057
Watch_TV,25084,26329
Drink.From_cup,25866,25946
Take_something_off_table,25867,25877
Put_something_on_table,25935,25951
