event,start_frame,end_frame
Cook,20,8740
Cook.Stir,366,409
Cook.Use_oven,444,628
Cook.Stir,665,774
Put_something_on_table,922,953
Clean_dishes.Clean_with_water,997,1452
Clean_dishes,997,1452
Use_Drawer,1045,1097
Take_something_off_table,1534,1552
Clean_dishes.Put_something_in_sink,1557,1605
Cook.Use_oven,1621,1774
Cook.Stir,1805,1876
Clean_dishes,1880,2680
Clean_dishes.Dry_up,1895,1970
Use_Drawer,1973,2387
Clean_dishes.Dry_up,2102,2318
Clean_dishes.Clean_with_water,2383,2601
Cook.Use_oven,2698,2826
Use_fridge,2825,2901
Drink.From_can,2889,3068
Use_fridge,3080,3132
Cook.Stir,3162,3232
Read,3291,4205
Cook.Stir,4285,4359
Clean_dishes,4380,4900
Clean_dishes.Dry_up,4400,4483
Use_Drawer,4484,4564
Clean_dishes.Dry_up,4566,4635
Use_Drawer,4635,4700
Clean_dishes.Dry_up,4818,4894
Use_cupboard,4914,5031
Use_Drawer,5237,5309
Wipe_table,5311,5427
Cook.Use_oven,5438,5505
Cook.Stir,5529,5777
Read,5870,6686
Cook.Stir,6787,6909
Cook.Use_oven,6939,7060
Cook.Stir,7103,7490
Use_fridge,7529,7589
Drink.From_can,7620,7649
Put_something_on_table,7654,7669
Drink.From_can,7725,7797
Cook.Stir,7819,7988
Take_something_off_table,8010,8022
Drink.From_can,8018,8082
Use_fridge,8102,8162
Cook.Use_oven,8160,8258
Cook.Stir,8300,8411
Use_Drawer,8430,8490
Put_something_on_table,8482,8498
Take_something_off_table,8519,8543
Put_something_on_table,8685,8705
Take_something_off_table,8713,8737
Leave,8800,8868
Enter,9038,9097
Put_something_on_table,9188,9211
