event,start_frame,end_frame
Wipe_table,0,756
Walk,98,120
Walk,153,178
Walk,278,315
Take_something_off_table,357,368
Put_something_on_table,372,382
Walk,390,430
Take_something_off_table,451,462
Put_something_on_table,473,484
Walk,581,624
Put_something_on_table,1111,1122
Take_something_off_table,1123,1131
Put_something_on_table,1163,1173
Take_something_off_table,1174,1181
Wipe_table,1191,1218
Put_something_on_table,1501,1513
Walk,1762,1784
Dump_in_trash,1786,1826
Walk,1828,1851
Put_something_on_table,2119,2132
Walk,2210,2224
Dump_in_trash,2228,2261
Walk,2271,2295
Take_something_off_table,2296,2306
Wipe_table,2308,2393
Walk,2330,2408
Use_Drawer,2410,2966
Take_something_off_table,2533,2543
Take_something_off_table,2818,2830
Take_something_off_table,2879,2892
Walk,2980,3148
Use_Drawer,3150,3264
Walk,3266,3289
Take_something_off_table,3329,3347
Use_Drawer,3381,3615
Walk,3616,3653
Wipe_table,3655,3738
Walk,3851,3886
Dump_in_trash,3886,3930
Walk,3932,3963
Wipe_table,4017,4150
Walk,4124,4169
Dump_in_trash,4170,4252
Put_something_on_table,4364,4376
Walk,4485,4524
Take_something_off_table,4538,4545
Put_something_on_table,4550,4558
Take_something_off_table,4589,4598
Walk,4610,4644
Walk,4699,4728
Put_something_on_table,4731,4741
