event,start_frame,end_frame
Watch_TV,11,161
Get_up,87,117
Walk,319,369
Take_something_off_table,369,378
Take_pills,415,494
Put_something_on_table,475,488
Walk,509,564
Sit_down,571,592
Drink.From_cup,640,720
Watch_TV,824,1478
Take_something_off_table,928,940
Drink.From_cup,943,996
Put_something_on_table,997,1010
Take_something_off_table,1065,1078
Read,1479,5683
Watch_TV,5686,5701
Put_something_on_table,5708,5722
Take_something_off_table,5729,5742
Drink.From_cup,5743,5782
Drink.From_cup,5817,5857
Put_something_on_table,5857,5873
Get_up,5902,5928
Walk,5928,5994
Use_telephone,6021,6625
Walk,6076,6175
Walk,6224,6248
Watch_TV,6249,6458
Walk,6460,6483
Walk,6526,6593
Leave,6675,6741
Enter,6817,6899
Walk,6900,6948
Take_something_off_table,6958,6973
Sit_down,7051,7090
Use_laptop,7136,7465
Take_something_off_table,7473,7485
Drink.From_cup,7486,7533
Put_something_on_table,7538,7551
Use_laptop,7561,10815
Get_up,10827,10860
Walk,10887,10922
Put_something_on_table,10936,10951
Walk,10995,11037
Take_something_off_table,11048,11059
Watch_TV,11065,11119
Pour.From_bottle,11123,11198
Watch_TV,11214,11250
Put_something_on_table,11252,11266
Sit_down,11315,11339
Take_something_off_table,11349,11359
Drink.From_cup,11361,11433
Put_something_on_table,11436,11448
Watch_TV,11450,11474
Watch_TV,11522,11534
Use_glasses,11578,11592
Put_something_on_table,11596,11609
Lay_down,11837,11917
Use_glasses,14588,14604
Get_up,14618,14735
Walk,14961,15087
Walk,15180,15385
Take_something_off_table,15395,15407
Drink.From_cup,15409,15472
Watch_TV,15473,15564
Drink.From_cup,15565,15604
Put_something_on_table,15647,15661
Walk,15679,15827
Watch_TV,15895,16038
Walk,16040,16194
Sit_down,16203,16242
Watch_TV,16242,17406
Take_something_off_table,16598,16611
Drink.From_cup,16612,16675
Drink.From_cup,16763,16819
Put_something_on_table,16829,16841
Take_something_off_table,17408,17423
Watch_TV,17425,17457
Read,17458,18380
Take_something_off_table,18380,18392
Drink.From_cup,18393,18441
Drink.From_cup,18479,18517
Put_something_on_table,18518,18529
Read,18556,19181
Get_up,19213,19240
Walk,19253,19307
Use_telephone,19329,20055
Walk,19431,19522
Watch_TV,19573,19667
Walk,19724,19824
Walk,19948,20044
Walk,20142,20227
Read,20142,20227
Sit_down,20269,20308
Read,20298,22144
Take_something_off_table,22158,22169
Drink.From_cup,22173,22235
Put_something_on_table,22235,22247
Read,22250,30126
