,captions
0,Sit_down
1,Sit_down
2,Sit_down
3,Sit_down
4,Sit_down
5,Sit_down
6,Sit_down
7,Sit_down
8,Sit_down
9,Sit_down
10,Sit_down
11,Sit_down
12,Sit_down
13,Sit_down
14,Sit_down
15,Sit_down
16,Take_something_off_table
17,Take_something_off_table
18,Take_something_off_table
19,Take_something_off_table
20,Take_something_off_table
21,Take_something_off_table
22,Take_something_off_table
23,Take_something_off_table
24,Take_something_off_table
25,Take_something_off_table
26,Take_something_off_table
27,Take_something_off_table
28,Take_something_off_table
29,Take_something_off_table
30,Take_something_off_table
31,Take_something_off_table
32,Take_something_off_table
33,Take_something_off_table
34,Take_something_off_table
35,Take_something_off_table
36,Take_something_off_table
37,Take_something_off_table
38,Take_something_off_table
39,Take_something_off_table
40,Take_something_off_table
41,Take_something_off_table
42,Take_something_off_table
43,Take_something_off_table
44,Take_something_off_table
45,Take_something_off_table
46,Take_something_off_table
47,Take_something_off_table
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
