,captions
0,Walk
1,Walk
2,Walk
3,Walk
4,Walk
5,Walk
6,Walk
7,Walk
8,Walk
9,Walk
10,Walk
11,Walk
12,Walk
13,Walk
14,Walk
15,Walk
16,Leave
17,Leave
18,Leave
19,Leave
20,Leave
21,Leave
22,Leave
23,Leave
24,Leave
25,Leave
26,Leave
27,Leave
28,Leave
29,Leave
30,Leave
31,Leave
32,Walk
33,Walk
34,Walk
35,Walk
36,Walk
37,Walk
38,Walk
39,Walk
40,Walk
41,Walk
42,Walk
43,Walk
44,Walk
45,Walk
46,Walk
47,Walk
48,Drink.From_cup
49,Drink.From_cup
50,Drink.From_cup
51,Drink.From_cup
52,Drink.From_cup
53,Drink.From_cup
54,Drink.From_cup
55,Drink.From_cup
56,Drink.From_cup
57,Drink.From_cup
58,Drink.From_cup
59,Drink.From_cup
60,Drink.From_cup
61,Drink.From_cup
62,Drink.From_cup
63,Drink.From_cup
64,Drink.From_cup
65,Drink.From_cup
66,Drink.From_cup
67,Drink.From_cup
68,Drink.From_cup
69,Drink.From_cup
70,Drink.From_cup
71,Drink.From_cup
72,Drink.From_cup
73,Drink.From_cup
74,Drink.From_cup
75,Drink.From_cup
76,Drink.From_cup
77,Drink.From_cup
78,Drink.From_cup
79,Drink.From_cup
80,Use_telephone
81,Use_telephone
82,Use_telephone
83,Use_telephone
84,Use_telephone
85,Use_telephone
86,Use_telephone
87,Use_telephone
88,Use_telephone
89,Use_telephone
90,Use_telephone
91,Use_telephone
92,Use_telephone
93,Use_telephone
94,Use_telephone
95,Use_telephone
