,captions
0,Enter
1,Enter
2,Enter
3,Enter
4,Enter
5,Enter
6,Enter
7,Enter
8,Enter
9,Enter
10,Enter
11,Enter
12,Enter
13,Enter
14,Enter
15,Enter
16,Use_fridge
17,Use_fridge
18,Use_fridge
19,Use_fridge
20,Use_fridge
21,Use_fridge
22,Use_fridge
23,Use_fridge
24,Use_fridge
25,Use_fridge
26,Use_fridge
27,Use_fridge
28,Use_fridge
29,Use_fridge
30,Use_fridge
31,Use_fridge
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Drink.From_cup
49,Drink.From_cup
50,Drink.From_cup
51,Drink.From_cup
52,Drink.From_cup
53,Drink.From_cup
54,Drink.From_cup
55,Drink.From_cup
56,Drink.From_cup
57,Drink.From_cup
58,Drink.From_cup
59,Drink.From_cup
60,Drink.From_cup
61,Drink.From_cup
62,Drink.From_cup
63,Drink.From_cup
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
