,captions
0,Use_telephone
1,Use_telephone
2,Use_telephone
3,Use_telephone
4,Use_telephone
5,Use_telephone
6,Use_telephone
7,Use_telephone
8,Use_telephone
9,Use_telephone
10,Use_telephone
11,Use_telephone
12,Use_telephone
13,Use_telephone
14,Use_telephone
15,Use_telephone
16,Enter
17,Enter
18,Enter
19,Enter
20,Enter
21,Enter
22,Enter
23,Enter
24,Enter
25,Enter
26,Enter
27,Enter
28,Enter
29,Enter
30,Enter
31,Enter
32,Enter
33,Enter
34,Enter
35,Enter
36,Enter
37,Enter
38,Enter
39,Enter
40,Enter
41,Enter
42,Enter
43,Enter
44,Enter
45,Enter
46,Enter
47,Enter
48,Read
49,Read
50,Read
51,Read
52,Read
53,Read
54,Read
55,Read
56,Read
57,Read
58,Read
59,Read
60,Read
61,Read
62,Read
63,Read
64,Read
65,Read
66,Read
67,Read
68,Read
69,Read
70,Read
71,Read
72,Read
73,Read
74,Read
75,Read
76,Read
77,Read
78,Read
79,Read
80,Read
81,Read
82,Read
83,Read
84,Read
85,Read
86,Read
87,Read
88,Read
89,Read
90,Read
91,Read
92,Read
93,Read
94,Read
95,Read
